representation,target,label_source,label_source_display,model,model_display_name,training_classes,class_label,precision,recall,f1,support,seen_during_training
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,economy,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,energy,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,entertainment,0.0,0.0,0.0,11,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,europe,0.86,0.27044025157232704,0.41148325358851673,159,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,football,0.3550488599348534,0.9396551724137931,0.5153664302600472,116,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,golf,1.0,0.46153846153846156,0.631578947368421,26,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,health,0.06578947368421052,0.5,0.11627906976744186,10,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,homes,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,india,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,intl_world,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,investing,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,living,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,media,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,middleeast,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,motorsport,0.0,0.0,0.0,24,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,movies,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,opinions,0.0,0.0,0.0,13,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,perspectives,0.0,0.0,0.0,5,False
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,politics,0.0958904109589041,0.9333333333333333,0.17391304347826086,15,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,sport,0.6041666666666666,0.12236286919831224,0.20350877192982456,237,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,success,0.0,0.0,0.0,3,False
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tech,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tennis,0.6666666666666666,0.12121212121212122,0.20512820512820512,33,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,uk,0.7857142857142857,0.2972972972972973,0.43137254901960786,74,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,us,0.2,0.3181818181818182,0.24561403508771928,22,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,weather,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,world,0.0,0.0,0.0,8,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,africa,0.5,0.8888888888888888,0.64,9,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,americas,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,asia,0.0,0.0,0.0,2,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,australia,0.7948717948717948,1.0,0.8857142857142857,31,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,business,0.5,0.375,0.42857142857142855,8,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,business-food,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,business-money,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,cars,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,celebrities,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,china,1.0,1.0,1.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,economy,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,energy,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,entertainment,0.5294117647058824,0.8181818181818182,0.6428571428571429,11,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,europe,0.9384615384615385,0.7672955974842768,0.8442906574394463,159,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,football,0.8907563025210085,0.9137931034482759,0.902127659574468,116,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,golf,0.9285714285714286,1.0,0.9629629629629629,26,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,health,0.35714285714285715,0.5,0.4166666666666667,10,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,homes,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,india,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,intl_world,0.0,0.0,0.0,1,False
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,investing,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,living,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,media,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,middleeast,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,motorsport,0.7741935483870968,1.0,0.8727272727272727,24,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,movies,0.0,0.0,0.0,1,False
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,opinions,0.47058823529411764,0.6153846153846154,0.5333333333333333,13,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,perspectives,0.4,0.8,0.5333333333333333,5,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,politics,0.8,0.8,0.8,15,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,sport,0.96875,0.7848101265822784,0.8671328671328671,237,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,success,0.0,0.0,0.0,3,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,tech,0.125,1.0,0.2222222222222222,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,tennis,0.8421052631578947,0.9696969696969697,0.9014084507042254,33,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,uk,0.7816091954022989,0.918918918918919,0.84472049689441,74,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,us,0.5217391304347826,0.5454545454545454,0.5333333333333333,22,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,weather,1.0,1.0,1.0,1,True
Sentence-BERT,section,real,CNN labels,logistic,Logistic Regression,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,world,0.25,0.375,0.3,8,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,africa,0.7142857142857143,0.5555555555555556,0.625,9,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,americas,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,asia,0.0,0.0,0.0,2,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,australia,0.8928571428571429,0.8064516129032258,0.847457627118644,31,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,business,0.0,0.0,0.0,8,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,business-food,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,business-money,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,cars,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,celebrities,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,china,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,economy,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,energy,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,entertainment,0.6,0.8181818181818182,0.6923076923076923,11,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,europe,0.8353658536585366,0.8616352201257862,0.848297213622291,159,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,football,0.9159663865546218,0.9396551724137931,0.9276595744680851,116,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,golf,0.9615384615384616,0.9615384615384616,0.9615384615384616,26,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,health,0.6666666666666666,0.4,0.5,10,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,homes,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,india,0.0,0.0,0.0,0,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,intl_world,0.0,0.0,0.0,1,False
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,investing,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,living,0.0,0.0,0.0,1,True
Sentence-BERT,section,real,CNN labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | cars | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | investing | living | media | middleeast | motorsport | opinions | perspectives | politics | sport | success | tech | tennis | uk | us | weather | world,media,0.0,0.0,0.0,1,True
