Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
2942,1397,sport,sport,Bermuda becomes smallest country to win Olympic gold after Flora Duffy's triathlon triumph  - CNN,3304,566
4390,1398,news,australia,Suspect in Cleo Smith kidnapping sent to hospital after self-harming in police custody - CNN,2009,317
1267,1399,news,world,Paris survivor stories: Friday night interrupted - CNN,51734,9359
778,1400,news,africa,She wants women to have good sex. So she started a website where they can talk about it (safely)  - CNN,9385,1544
792,1401,news,africa,Sudan child marriage: The 11-year-old girl divorcing her 38-year-old husband - CNN,5647,940
3120,1402,news,europe,Norway Terror Attacks Fast Facts - CNN,5366,874
2367,1403,news,europe,Lukashenko says documents about Ryanair flight will reveal 'what's going on' as Putin underlines his support for Belarus - CNN,6419,957
1976,1404,news,uk,Meghan and Harry feel wronged by the palace. But they can only seek justice in the court of public opinion - CNN,7421,1253
4649,1405,sport,sport, The Ashes: Australia and England look to put off-field problems to one side as fierce rivalry reignites - CNN,5221,877
1275,1406,news,us,Driven to death by phone scammers - CNN,30145,5071
4406,1407,sport,sport,"Rana Reider, prominent track and field coach, under investigation over sexual misconduct complaints - CNN",2548,384
1141,1408,news,us,What's wrong with too many white men in one place? - CNN,13470,2229
3537,1409,sport,sport,"Tom Brady: NFL is ""softer than it used to be"" - CNN",3389,583
1774,1410,news,europe, Posh Spice the cow sells for record amount - CNN,1880,318
2852,1411,sport,tennis,Serena Williams stunned by Elena Rybakina at French Open - CNN,2406,390
1680,1412,sport,sport,"Chloe Kim: 'Oh my gosh, are you that snowboarder?' Olympic gold medallst goes to Princeton - CNN",8085,1419
2343,1413,sport,sport,Olympics: Could North and South Korea joint host the 2032 Games? - CNN,2437,381
334,1414,business,homes,Mortgage rates jump to nearly 4% - CNN,2208,346
263,1415,politics,politics,"Ken Paxton and George P. Bush will advance to May runoff in Texas attorney general primary, CNN projects  - CNNPolitics",11514,1823
3650,1416,sport,tennis,US Open: Novak Djokovic is one win away from a calendar grand slam and 21st major title  - CNN,4149,743
3852,1417,sport,golf,Xander Schauffele reveals his father is 'hogging' his Olympic gold medal - CNN,6247,1078
1693,1418,sport,football,Champions League: Borussia Dortmund beats Sevilla as Erling Haaland nets brace - CNN,3157,529
2516,1419,news,europe,"Queen Elizabeth's first cousin Prince Michael of Kent allegedly trading on links to Putin and monarchy, UK media report - CNN",4339,696
2480,1420,sport,sport,Tokyo Olympics: Olympic sponsor Toyota 'concerned' by growing public frustration over hosting Games  - CNN,3151,501
1018,1421,news,world,Guatemala: Gender-based violence at epidemic levels - CNN,9487,1494
585,1422,sport,golf,"How Arnold Palmer, Gary Player and Jack Nicklaus revolutionized golf - CNN",9133,1582
844,1423,news,us,Here are some of Alex Trebek's favorite causes that he supported - CNN,5250,850
2510,1424,news,uk,Young whale trapped in London's River Thames euthanized - CNN,4123,688
140,1425,sport,sport,Janja Garnbret: Olympic hopeful on her Tokyo dream and hopes for climbing in the future  - CNN,6794,1166
3047,1426,sport,sport,Tadej Pogacar: Slovenian cycling sensation clinches second Tour de France victory - CNN,4693,766
1814,1427,news,europe,Europe talks the talk in criticizing Putin. Russia's opposition is waiting for it to walk the walk - CNN,9469,1504
1841,1428,news,europe,"France Covid-19 surge could overwhelm Paris hospital ICUs, warn doctors - CNN",4584,745
1727,1429,news,europe,"Mario Draghi is named Italy's new prime minister, announces a political rainbow of cabinet picks   - CNN",2602,404
2885,1430,sport,sport,Lou Gehrig's disease: Why ALS is forever associated with one of America's baseball greats - CNN,6532,1110
1873,1431,sport,sport,Ryo Miyake: Olympic silver medalist delivers food for Uber Eats to fund Tokyo 2020 dream - CNN,6734,1114
3531,1432,news,europe,Germany election: What to know as voters decide what post-Merkel life looks like - CNN,10178,1636
4498,1433,sport,sport,"Quidditch leagues to change name, citing J.K. Rowling's 'anti-trans' stance - CNN",2499,401
4270,1434,sport,tennis,Novak Djokovic battles past Casper Ruud in opening ATP Finals match - CNN,2811,481
815,1435,news,africa,The #MeToo stories you haven't heard: Meet the women speaking out in Nigeria - CNN,8758,1539
3581,1436,sport,football,"Jimmy Greaves, England World Cup winner and Tottenham legend, dies aged 81 - CNN",2337,380
1413,1437,news,europe,"Alexey Navalny to remain in detention ahead of hearing next month, Russian court rules - CNN",7107,1139
1422,1438,sport,golf,"With his mother hospitalized, Kamaiu Johnson unable to make PGA Tour debut after positive Covid-19 test - CNN",3931,702
715,1439,business,tech,"Twitch gaming stars jump ship to Mixer, Facebook Gaming and YouTube - CNN",13598,2227
3790,1440,sport,football,Diego Maradona: Barcelona and Boca Juniors to play tribute match in Saudi Arabia - CNN,4886,795
4443,1441,sport,sport,"Ben Roethlisberger: 'This could be it,' says quarterback as prepares for likely last dance in Pittsburgh  - CNN",3263,551
2230,1442,news,uk,Brexit has played a part in threatening Northern Ireland's fragile peace. But the NI protocol is not the only factor at play - CNN,9052,1491
2969,1443,sport,tennis,Naomi Osaka 'refreshed and happy' as she kicks off her Olympic campaign with dominant victory against Saisai Zheng - CNN,4764,820
456,1444,entertainment,entertainment,"'Scream' review: Courteney Cox, David Arquette, and Neve Campbell reunite with a new cast to refresh the formula - CNN",3384,541
1394,1445,news,uk,100-year-old UK fundraising hero Tom Moore hospitalized with Covid-19 - CNN,2424,394
4230,1446,news,europe,Meet the DogPhone -- the device that lets dogs video call their humans - CNN,3714,624
3870,1447,sport,sport,Portland Trail Blazers: How CJ McCollum is using his love of wine to become a different type of trailblazer - CNN,6923,1169
4642,1448,sport,tennis,Australian Open: Novak Djokovic on entry list but Serena Williams will miss season's first grand slam due to medical reasons - CNN,2185,367
2850,1449,news,uk,Boris Johnson will finally tell the world what post-Brexit Britain is for - CNN,10235,1718
228,1450,business,economy,Don't expect the Fed to slow rate hikes just because of the midterms   - CNN,4667,810
4314,1451,news,europe,"Germany Covid: Berlin bans unvaccinated from entertainment venues, as country battles record-breaking cases - CNN",3283,487
2741,1452,news,europe,Jeffrey Epstein and Ghislaine Maxwell allegations to be 'reviewed' by Britain's Metropolitan Police - CNN,3640,555
2158,1453,news,europe,"Hospital employee made nearly $650,000 despite skipping work for 15 years, police say - CNN",1804,282
2103,1454,sport,sport,NFL Draft 2021 explainer: Everything you need to know  - CNN,4586,718
3926,1455,news,uk,British lawmakers face risks when working with the public - CNN,2561,415
2824,1456,news,europe,"Bdelloid rotifers: Microscopic animals survived 24,000 years frozen in the Siberian permafrost - CNN",3558,552
2105,1457,news,uk,Boris Johnson's apartment renovations have landed him in the political doghouse - CNN,9568,1484
2982,1458,sport,sport,US women's national soccer team players appeal equal pay lawsuit decision - CNN,2786,454
591,1459,sport,golf,Charlie Sifford: golf's first Black professional who paved the way for Tiger Woods - CNN,11438,2019
3310,1460,sport,sport,Toutai Kefu: Former Australian rugby player and family attacked in Brisbane home - CNN,3607,593
4474,1461,sport,football,Premier League's Covid crisis: Fans left in the lurch - CNN,10868,1757
1632,1462,news,europe,Germany's Merkel warns of third wave if lockdown is lifted too quickly - CNN,4170,668
2747,1463,sport,football,Sergio Ramos: Real Madrid great to leave club after 16 years  - CNN,1398,231
2939,1464,sport,sport,Paula Radcliffe on Simone Biles and how she fought back against the 'quitter' label - CNN,6338,1077
4534,1465,sport,sport,The NFL and NBA are changing their Covid-19 protocols as cases rise - CNN,6765,1086
1793,1466,sport,football,Liverpool's shock loss to Brighton leaves it far behind league leaders - CNN,4025,677
3918,1467,news,europe,Lego gun: Teenager armed with toy triggers alarm in southern Germany - CNN,921,158
3198,1468,news,uk,Cat attacks: Man found guilty of stabbing 16 pets - CNN,3017,497
1730,1469,sport,sport,"Lindsey Vonn discuss challenges facing Olympians, her 'struggles' after retirement and athlete activism - CNN",7412,1292
4346,1470,news,europe,Communists missing from Czech parliament for the first time in 76 years - CNN,4932,816
4113,1471,news,europe,Czech President appoints new Prime Minister from a glass box - CNN,2725,435
3189,1472,news,europe,US adds Turkey to list of countries implicated in use of child soldiers - CNN,4125,669
2956,1473,news,australia,Australia once reveled in being the 'lucky country' on Covid-19. Now weary Aussies 'feel like prisoners' - CNN,13334,2167
1295,1474,news,us,Texas abortion ban is an early glimpse of what post-Roe America would look like for women  - CNN,20487,3436
1710,1475,sport,sport,Olympics 2021: An earthquake at torch relay start point is just the Tokyo 2020 Games' latest crisis - CNN,6175,1018
3458,1476,sport,sport,"What happens after Olympic glory? For diver Matty Lee, a return to 'gruesome' preseason training - CNN",6372,1150
4305,1477,news,europe,Meghan's privacy case went back to court. Here's what you need to know - CNN,11565,1844
2090,1478,news,uk,Former British police officer convicted for being member of banned neo-Nazi group is jailed - CNN,2806,446
4086,1479,sport,sport,Michigan football coach Jim Harbaugh says he will gift his bonus to staffers who took pay cuts - CNN,1881,297
2619,1480,sport,golf,Nelly Korda 'glad to have joined' former pro tennis player dad as major champion after Women's PGA Championship victory - CNN,3437,591
2259,1481,news,australia,"Australia Indigenous deaths in custody: She died alone in a police cell, the victim of a problem Australia has had 30 years to fix - CNN",17985,2939
4506,1482,sport,football,"World Cup every two years would generate extra $4.4 billion in revenue over four years, FIFA says - CNN",2303,364
3967,1483,sport,football,Germany becomes first nation to qualify for 2022 FIFA World Cup after host Qatar - CNN,2130,360
3853,1484,news,europe,La Palma: Drone operator will try to rescue dogs from volcano - CNN,1929,336
1789,1485,sport,tennis,Australian Open players and staff go into quarantine after a hotel worker tests positive for Covid-19 - CNN,3363,553
2021,1486,news,europe,Meteorite that fell on UK driveway is 'extremely rare' and may contain 'ingredients for life' - CNN,4091,680
3138,1487,news,europe,Samuel Luiz: Spanish police arrest three over suspected homophobic killing - CNN,2335,394
2725,1488,sport,football,"Pelé 'rooting' for Neymar, who scores 68th goal for Brazil to edge closer to legend's all-time scoring record  - CNN",2189,369
891,1489,news,opinions,Bill Gates: Your question (and his response) - CNN,6923,1179
1426,1490,news,europe,Dethroned Italian prince criticized over Holocaust Remembrance Day apology - CNN,5116,837
2247,1491,sport,football,"Trinity Rodman, daughter of former NBA star, scores on NWSL debut - CNN",1748,291
869,1492,news,africa,"Book Bunk: In Kenya, these women are restoring and reclaiming Nairobi's dilapidated, colonial-era libraries - CNN",5770,914
474,1493,entertainment,entertainment,'The Marvelous Mrs. Maisel' season 4 review - CNN,2813,472
33,1494,business,tech,NASA says American aboard International Space Station will come back on Russian rocket 'for sure' - CNN,3920,612
3109,1495,news,europe,Pope Francis gradually resuming work and walking after his surgery - CNN,1796,272
214,1496,politics,politics,Fact check: A look at Biden's first year in false claims - CNNPolitics,11591,1920
1307,1497,politics,politics,"As Herschel Walker eyes a Georgia Senate seat, a newly revealed stalking claim brings his troubled history under new scrutiny  - CNNPolitics",8204,1359
3536,1498,sport,sport,Cricket swaps 'batsman' for gender-neutral 'batter' in law amendment  - CNN,3124,507
3048,1499,sport,sport,"Tokyo 2020: The Japanese superfan who spent $40,000 on Olympics tickets - CNN",3841,663
3374,1500,sport,sport,Allyson Felix becomes most decorated US track and field athlete in Olympics history - CNN,2516,421
4374,1501,news,europe,"Europe facing 500,000 more Covid deaths by February, WHO warns - CNN",4691,751
3589,1502,news,uk,Analysis: Two of Queen Elizabeth's sons are facing growing pressure - CNN,15840,2613
1179,1503,news,us,The Bishop Eddie Long I knew - CNN,19218,3330
2787,1504,sport,football,Italy cruises to victory with dominant performance against Turkey in Euro 2020 opener - CNN,3865,638
4186,1505,sport,football,Lyon vs Marseille: French league game abandoned after player hit in head by water bottle thrown from crowd - CNN,4818,804
1872,1506,news,europe,German Catholic clergy rebel against Vatican over same-sex unions - CNN,4359,657
793,1507,news,africa,Noura Hussein in her own words: Teen who killed rapist husband shares her story - CNN,4075,754
4565,1508,sport,sport,Steph Curry: How Warriors star 'revolutionized' the NBA - CNN,9512,1653
222,1509,politics,politics,Democrats' problem with Hispanic voters isn't going away as GOP gains seem to be solidifying - CNNPolitics,5895,947
3518,1510,sport,tennis,Tennis' newest superstar Emma Raducanu celebrates return to UK by playing with Duchess of Cambridge - CNN,2186,388
3172,1511,news,uk,"Face masks will be a 'personal choice' in England, says UK minister - CNN",4477,749
855,1512,health,health,Outdoor classroom reenergizes kids during the pandemic - CNN,8238,1422
4440,1513,news,europe,Prince Andrew in the spotlight after Ghislaine Maxwell conviction - CNN,10910,1756
2665,1514,sport,sport,"Carli Lloyd, Megan Rapinoe headline US women's Olympic roster - CNN",2155,365
197,1515,business,business,Nigeria is oil rich and energy poor. It can't wait around for cheaper batteries  - CNN,14489,2252
322,1516,business,success,Working remotely in a different state than your employer? Here's what that means for your taxes - CNN,4722,818
763,1517,news,opinions,Shola Mos-Shogbamimu: Lessons learned from a lifetime of activism - CNN,7154,1238
4053,1518,sport,sport,Tani Adewumi: How chess changed the fortunes of 11-year-old prodigy and his family - CNN,6409,1128
2114,1519,news,uk,"Tony Blair has a mullet now, and it's disturbing Britain - CNN",3290,508
4567,1520,sport,sport,Covid protocols put sports stars on the sidelines - CNN,7939,1293
1780,1521,sport,tennis,Australian Open: All players test negative for Covid-19 - CNN,2896,462
1353,1522,politics,politics,CNN analysis: Georgia's proposed weekend voting restrictions would strike at Black voters - CNNPolitics,10915,1751
25,1523,business,business,Hong Kong Covid divide: Expats get more perks while domestic workers lose their homes - CNN,13067,2131
2625,1524,sport,sport,Simone Biles secures spot on United States Gymnastics team for next month's Tokyo Olympics - CNN,1407,234
2479,1525,news,uk,Yat-Sen Chang: Ballet dancer found guilty of sexual assaults - CNN,3607,574
3831,1526,news,uk,"Five UK police officers shared violent sexual images in relation to Sarah Everard's murder, police watchdog says
 - CNN",3574,572
102,1527,sport,sport,"Kyrie Irving: NBA fines Brooklyn Nets $50,000 for allowing player to enter team locker room - CNN",3790,630
952,1528,news,weather,Northeast: Major US cities will feel like they're below zero this week. Find out where - CNN,9448,1549
1908,1529,news,europe,Coronavirus: Europe has missed its chance to stop the third wave. The US could be next - CNN,8036,1333
2851,1530,sport,motorsport,F1 results: Sergio Perez claims win at 2021 Azerbaijan Grand Prix - CNN,2910,510
3021,1531,sport,sport,"From not speaking the language to competing for the national team at Tokyo 2020, Belgian runner Isaac Kimeli is aiming for gold  - CNN",8730,1508
1436,1532,news,uk,Medieval bones tell a stark tale of hard work and physical trauma - CNN,3235,511
1508,1533,sport,tennis,47 Australian Open players in quarantine after positive Covid-19 tests on two charter flights - CNN,4864,791
2215,1534,sport,football,Manchester United change seat covering colors to improve home form - CNN,2364,397
1022,1535,news,world,Syria's lost generation: Education and dreams deferred - CNN,4754,864
1513,1536,sport,sport,James Naismith: Google doodle celebrates basketball inventor - CNN,3609,592
3318,1537,news,australia,Australia coronavirus: More military personnel deployed to Sydney as entire state locks down - CNN,3510,534
3262,1538,sport,golf,Northern Trust could run into Tuesday to ensure 72 holes played after delay from Tropical Storm Henri - CNN,2763,458
4071,1539,sport,sport,Tom Brady hypes Buccaneers-Patriots game with homecoming video  - CNN,2109,351
3753,1540,news,europe,European Parliament sues Commission over 'failure' to apply rule of law powers - CNN,1357,223
3673,1541,sport,tennis,Leylah Fernandez beats Elina Svitolina to reach US Open semifinals - CNN,2941,482
885,1542,news,opinions,COP21: The moral case for climate action (Opinion) - CNN,7023,1215
3653,1543,sport,football,Nadia Nadim: 'I'm actually the picture of everything the Taliban don't want their women to be' - CNN,31013,5133
3013,1544,sport,sport,WNBA players Nneka Ogwumike and Elizabeth Williams won't play for Nigeria at Olympics after appeal rejected - CNN,3146,521
1878,1545,sport,motorsport,Ugo Ugochukwu: McLaren signs deal with karting star  - CNN,1930,316
2825,1546,news,australia,New dinosaur species discovered in Australia - CNN,3038,495
3819,1547,news,europe,Richard Gere summoned to testify against Matteo Salvini in Sicily migrant case - CNN,2401,400
3966,1548,sport,sport,Ryan Russell: NFL veteran says Jon Gruden's resignation is not enough - CNN,5533,951
1887,1549,news,europe,Germany to go into hard Easter lockdown as Covid-19 infections soar - CNN,3171,525
2776,1550,news,uk,"Anne Sacoolas: Prosecutors can seek 'virtual trial' of US diplomat's wife accused of killing a British teenager, UK says - CNN",4040,676
3560,1551,sport,sport,"Megan Rapinoe, other women athletes back abortion rights at US Supreme Court - CNN",2812,435
3463,1552,sport,sport,Manny Pacquiao says he will run for Philippine presidency in 2022 - CNN,2663,397
3621,1553,sport,sport,"Burundi's Francine Niyonsaba, who has an intersex condition, breaks world record - CNN",2711,438
2269,1554,news,europe,"Russian forces are massing on Ukraine's border. Bluff or not, Putin is playing with fire - CNN",7078,1167
3194,1555,sport,football,"Olivia Moultrie, 15, makes history by signing with NWSL's Portland Thorns - CNN",2710,455
2839,1556,news,uk,Lilibet Diana Mountbatten-Windsor meaning: The significance of Harry and Meghan's name choices - CNN,10077,1638
4082,1557,sport,sport,Magnus Carlsen: How to become a chess grandmaster - CNN,9984,1763
4473,1558,news,uk,Armed intruder arrested in the grounds of Windsor Castle where the Queen is celebrating Christmas - CNN,2761,437
2115,1559,sport,football,"Champions League: Paris Saint-Germain vs. Manchester City and why Qatar and UAE, soccer investment has been 'potentially worth its weight in gold' - CNN",7279,1206
2528,1560,news,uk,William and Kate are YouTubers now - CNN,11355,1886
2212,1561,news,europe,"Russian magazine DOXA raided, journalists charged by authorities - CNN",4062,618
2950,1562,sport,sport,Men's triathlon false start as media boat blocks competitors - CNN,2482,438
3637,1563,sport,sport,NFL: Green Bay Packers 'embarrassed' in humbling loss while Patrick Mahomes leads Kansas City Chiefs to comeback win - CNN,4097,670
2527,1564,sport,sport,"Wade Miley: Cincinnati Reds pitcher throws his first no-hitter, and the fourth this season - CNN",1181,200
4324,1565,sport,sport,Allyson Felix: Athletics superstar on using her platform to fight for change   - CNN,5529,952
2314,1566,news,europe,Russia is amassing unprecedented military might in the Arctic - CNN,14080,2237
3696,1567,sport,sport,How female athletes are pushing for a level playing field - CNN,7431,1252
1670,1568,sport,sport,Saeid Mollaei: Iranian judoka says he'll never forget the kindness of the Israeli team  - CNN,4357,711
3796,1569,sport,sport,"World Series 2021: Tickets, schedule and other things to know - CNN",4061,686
1040,1570,news,us,What it means to be 'unapologetically black'  - CNN,13767,2251
3793,1571,news,australia,COP26: Australia will be the rich world's weakest link at climate summit with hollow net-zero and emissions pledges - CNN,7394,1186
1331,1572,news,us,Champlain Towers South: Mystery of what caused the Florida condo collapse deepens - CNN,6283,1023
2714,1573,news,europe,This cargo ship's captain died aboard. Then the crew was stuck at sea for weeks - CNN,13591,2261
2113,1574,news,uk,Boris Johnson will face formal investigation into apartment renovation costs - CNN,5622,888
3026,1575,news,uk,John Kerry warns 'time is running out' to address climate crisis - CNN,21908,3614
2715,1576,sport,football,Euro 2020: Germany secures impressive victory against Portugal - CNN,3029,501
4076,1577,sport,football,Mark Clattenburg: Former Premier League referee criticized for 'outdated' comments on female referees - CNN,3444,553
2973,1578,news,europe,Hungary Pride: Thousands join event as LGBTQ people face growing hostility - CNN,6670,1042
3133,1579,sport,sport,NBA Finals: Chris Paul puts in historic performance as the Phoenix Suns beat the Milwaukee Bucks in Game 1 - CNN,3518,611
2659,1580,sport,football,Copa America: Referee controversy overshadows Brazil's win over Colombia - CNN,2144,341
2031,1581,sport,football,Lionel Messi: Barcelona stars past and present come out to vote as Joan Laporta wins pivotal presidential election - CNN,3009,503
2309,1582,sport,golf,Jordan Spieth claims first win in nearly four years with victory at the Valero Texas Open - CNN,2869,513
1155,1583,news,us,"After ICE raid, more than 500 kids miss school - CNN",7302,1227
90,1584,entertainment,entertainment,'Turning Red' review: Pixar's coming-of-age movie shows it hasn't lost its golden touch - CNN,2977,479
2417,1585,news,uk,Martin Bashir denies his Diana interview harmed her - CNN,7015,1141
1715,1586,sport,sport,Doddie Weir: Scotland rugby legend battling MND with a smile  - CNN,7525,1332
2808,1587,sport,football, Premier League announces sanctions for six clubs involved in breakaway Super League - CNN,3780,594
1707,1588,news,australia,"Human remains found inside crocodile, amid hunt for missing fisherman Andrew Heard - CNN",3279,510
4213,1589,sport,motorsport,Lewis Hamilton praised for defending LGBTI rights during F1 Qatar Grand Prix - CNN,4654,742
3271,1590,sport,football,Pele brings sporting stars together for charity auction - CNN,3418,562
785,1591,health,health,Women are dying from backstreet abortions. But reforms to Malawi's 157-year-old laws are stuck - CNN,7498,1220
2796,1592,news,australia,New Zealand study shows Maori connections to Antarctica date as far back as the 7th century - CNN,2933,443
4526,1593,sport,sport,"Wisconsin basketball player raises more than $150,000 for hometown after deadly tornadoes - CNN",2704,451
1849,1594,news,uk,Bristol protest: Boris Johnson condemns 'disgraceful' attacks on police - CNN,3870,631
1361,1595,news,us,How White nationalists evade the law and continue profiting off hate  - CNN,18110,2980
1804,1596,news,uk,"Captain Sir Tom Moore, who raised millions for the NHS, dies aged 100 - CNN",7653,1270
1087,1597,news,us,How Billy Graham became the most famous preacher in America - CNN,17358,2729
4409,1598,sport,sport,Carl Hayman: Former All Black diagnosed with early onset dementia - CNN,2477,397
4575,1599,sport,sport,Covid outbreaks in 3 leagues postponing games and forcing key players to miss games - CNN,4560,733
4347,1600,sport,football,Gay footballer Josh Cavallo says he would be 'scared' to play at the 2022 World Cup in Qatar - CNN,3770,643
2952,1601,news,europe,J K Rowling Fast Facts - CNN,8216,1318
4307,1602,sport,sport,"Clippers vs Heat: LA beats Miami, extends win streak to six - CNN",2157,395
230,1603,politics,politics,Why polls may be underestimating Republicans - CNNPolitics,5901,985
743,1604,news,asia,Child marriage annulment in India and the woman who dedicates her life to helping girls leave - CNN,14159,2482
1867,1605,news,uk,"Zara Tindall, Queen's granddaughter, gives birth at home - CNN",2584,432
2481,1606,sport,football,"Copa Libertadores match affected by tear gas outside the stadium 
 - CNN",1717,262
4106,1607,sport,football,Ralf Rangnick appointed Manchester United interim manager - CNN,2462,384
1852,1608,sport,football,"Thierry Henry quits social media, hoping to inspire others to stand up to online abuse as he urges tech companies to do more - CNN",6786,1158
2014,1609,news,uk," US woman who killed teen biker Harry Dunn wouldn't face prosecution in America, lawyer claims - CNN",4138,701
3129,1610,sport,golf,Georgia Oboh: Nigeria's first Ladies European Tour player - CNN,5846,1041
3681,1611,news,australia,Missing toddler AJ Elfalak found after three-day search in Australian bush - CNN,3493,568
1977,1612,news,europe,Russian opposition activists detained at a democratic forum in Moscow. The Kremlin says they were breaking Covid-19 protocol - CNN,3830,576
623,1613,sport,sport,The Tokyo Olympics set the record for LGBTQ+ visibility. The Beijing Games aren't likely to break it - CNN,15932,2582
3756,1614,sport,sport,Braves vs Astros Game 3: Snitker relishing 'wild' Atlanta home crowd for Game 3 - CNN,4513,788
1950,1615,sport,sport,PSG's Angel Di Maria and Marquinhos victims of burglary during match - CNN,2775,448
1034,1616,news,us,Analysis: It's time to give some bigots a break - CNN,11915,2074
2425,1617,news,uk,Whipsnade Zoo: Bears killed at UK zoo after they escape from enclosure - CNN,2297,373
4644,1618,news,europe,Germany records highest number of Covid-19 deaths since February - CNN,3975,610
4720,1619,news,australia,"Sexual harassment rife inside Australian parliament, report finds - CNN",1798,262
2599,1620,sport,sport,Giannis Antetokounmpo limps off injured as Atlanta Hawks stun Milwaukee Bucks - CNN,1812,294
1520,1621,sport,sport,Russian woman who swam under Siberia's ice may have broken the world record - CNN,6604,1146
4462,1622,news,europe,Europe Covid-19: Protests against Germany's restrictions turn violent - CNN,5515,829
2630,1623,sport,football,Netherlands vs. Czech Republic: UEFA denies banning rainbow flags in Budapest for Euro 2020 match  - CNN,3243,522
3060,1624,sport,motorsport,Max Verstappen says 'it doesn't make any difference' to be leading F1 championship - CNN,5586,985
2322,1625,sport,football,Serie A: Super Saturday leaves Inter Milan with one hand on Scudetto trophy - CNN,3102,522
3830,1626,news,europe,Italy's Covid pass: Violence at protests has ignited a national debate about fascism - CNN,9491,1532
843,1627,news,us,How to honor Kobe Bryant's legacy through the charities he supported - CNN,3374,526
3394,1628,sport,sport,Simone Biles thanks Japanese gym where she secretly trained to regain her Olympic form - CNN,2398,396
2847,1629,news,europe,Hungary protest: Thousands rally against planned Chinese university campus in Budapest - CNN,3731,561
15,1630,business,business,Why potassium iodide pills are suddenly in high demand  - CNN,6068,958
631,1631,news,opinions,Opinion: What to do about the social media shaming of figure skater Zhu Yi - CNN,6143,1053
3984,1632,news,europe,Alexander Schallenberg sworn in as Austria chancellor after Sebastian Kurz quits amid corruption inquiry - CNN,4293,634
4729,1633,sport,golf,Tiger Woods: Is this the end of his era? - CNN,3410,583
2632,1634,news,europe,Istanbul Pride parade: Turkish police fire tear gas to disperse crowds - CNN,1505,241
3610,1635,sport,tennis,John McEnroe calls Emma Raducanu's US Open win 'crazy'  - CNN,3329,570
3343,1636,news,europe,Facebook removes Russian network that targeted influencers to peddle anti-vax messages - CNN,4147,622
4454,1637,sport,football,Ian Wright attacks 'disrespect' of Africa Cup of Nations - CNN,2867,461
4122,1638,sport,tennis,Peng Shuai: Human Rights Watch accuses IOC of sportswashing in case of Chinese tennis star - CNN,5562,875
3783,1639,sport,football,Ryan Reynolds and Rob McElhenney attend first Wrexham match since becoming club's co-owners - CNN,1900,301
2518,1640,news,europe,Spain curfew lifts: Hundreds party as coronavirus restrictions ease - CNN,3161,518
4222,1641,sport,football,"World Cup 2022: Qatar inadequately investigating workplace deaths, says ILO - CNN",3669,570
4278,1642,sport,motorsport,Lewis Hamilton keeps title hopes alive with thrilling victory in Sao Paulo Grand Prix - CNN,2563,435
2451,1643,news,uk,Fred West: Police search café for missing Mary Bastholm - CNN,2940,480
795,1644,health,health,Trump's ban on global abortion funding has led to more abortions - CNN,9585,1549
2880,1645,news,europe,Belarusian activist Steffan Latypov stabs himself during a court hearing in Minsk  - CNN,4015,613
4673,1646,sport,sport,Judit Polgár became a chess grandmaster at 15 and beat the best just like the Queen's Gambit protagonist    - CNN,5258,896
4652,1647,sport,football,Champions League: Atlético Madrid beats Porto in bad-tempered clash to qualify for last 16 - CNN,3732,637
2232,1648,sport,sport,Tom Drury: Trekking 4000km along the Australian coast -- on a skateboard - CNN,9052,1574
3356,1649,sport,sport,Olivia Podmore: Former New Zealand Olympic cyclist dies aged 24 - CNN,2663,429
4695,1650,news,europe,Sword-wielding man dressed as a ninja shot by French police - CNN,1572,258
3843,1651,news,australia,Cleo Smith: Australian authorities offer A$1 million reward for missing 4-year-old  - CNN,4890,820
2700,1652,sport,football,Euro 2020: Calls made for Germany's game against Hungary to be played in rainbow-colored Allianz Arena - CNN,3658,586
3834,1653,sport,sport,Enes Kanter: Boston Celtics game broadcast pulled in China after center's pro-Tibet posts  - CNN,3926,610
4150,1654,sport,sport,Golden State Warriors: Tracy McGrady backs Dubs to outgun the Lakers in championship race - CNN,7696,1336
3555,1655,news,europe,"Alexander Litvinenko killing: Russia responsible for assassination, European court rules - CNN",5090,794
2027,1656,news,uk,Meghan and Harry: From royal romance to palace rift - CNN,21229,3492
3996,1657,news,europe,Lava blocks the size of buildings falling from La Palma volcano - CNN,2130,336
1071,1658,news,us,US Justice Department investigating Pennsylvania Catholic Church - CNN,5378,823
2453,1659,news,australia,Surfer dies after being bitten by shark in Australia - CNN,1861,303
3083,1660,sport,football,English FA facing UEFA investigation over fan disorder at Euro 2020 final - CNN,3343,530
3933,1661,sport,sport,Agnes Tirop: Kenyan police arrest husband in connection with stabbing death - CNN,2314,366
1602,1662,sport,football,Manchester United draw level with Liverpool as Fernandes penalty sees off Villa - CNN,6087,1001
144,1663,sport,sport,Bodybuilding: Rene Campbell wants to change perceptions of what women should look like - CNN,5329,875
2988,1664,news,uk,Aviation enthusiast potentially saves pilot's life after seeing sparks coming from his plane - CNN,3062,524
4366,1665,sport,sport,New York CIty Marathon: Abdi Nageeye reflects on his 'emotional' act of Olympic sportsmanship  - CNN,4882,818
4072,1666,sport,sport,Ukrainian Hockey League criticized for 'pathetic' punishment for racist gesture - CNN,4830,803
2177,1667,sport,football,Premier League: Football fans condemn 'ultimate betrayal' of European Super League - CNN,6500,1031
