Index,Headline,original_category,llm_category,original_section,llm_section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_original_category_neighbor_ratio,same_llm_category_neighbor_ratio,same_original_section_neighbor_ratio,same_llm_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
1821,Michael Miraglia completes his own Strongman Marathon on Utah's Bonneville Salt Flats  - CNN,sport,sport,sport,football,3366,"Eliud Kipchoge is the 'greatest of all time ... in any sport,' says leading performance coach  - CNN",0.48236132,4364,Albert Korir and Peres Jepchirchir win 2021 New York City Marathon - CNN,0.47942942,1697,Maxence Muzaton recalls miracle save from crash at skiing world championships - CNN,0.47419393,4373,NYC Marathon: Kenenisa Bekele ready to 'make more history' as the New York City Marathon returns - CNN,0.47027266,2562,How marathon runner Des Linden ventured into the 'unknown' and broke the 50km record - CNN,0.46220386,1.0,1.0,1.0,0.4,0.47369224,0.46220386,0.48236132
3832,Russian gunpowder workshop explosion kills 17 -- report - CNN,news,news,europe,world,2507,Russia school shooting: At least 7 children killed in city of Kazan - CNN,0.60004836,2944,"Explosion rocks German chemicals site, killing one person and severely injuring workers  - CNN",0.57330585,4137,Russia mining accident: Death toll in Siberian coal mine tragedy rises to more than 50 - CNN,0.55519235,3570,"Perm, Russia shooting: 6 people killed at university  - CNN",0.55290747,3321,"Russian plane fighting wildfires crashes in Turkey, killing all 8 crew members on board - CNN",0.53707516,1.0,1.0,1.0,0.4,0.5637058,0.53707516,0.60004836
3476,"Tom Brady: 'I'm not going to reminisce,' says star QB ahead of Patriots reunion clash  - CNN",sport,sport,sport,football,127,Tom Brady returning from retirement to Tampa Bay Buccaneers next season - CNN,0.78165424,2049,Tom Brady: NFL star says he dodged wife's retirement request - CNN,0.78147596,4071,Tom Brady hypes Buccaneers-Patriots game with homecoming video  - CNN,0.77849185,4048,Tom Brady makes triumphant return to New England Patriots with victory and all-time passing record - CNN,0.7222845,1980,NFL: Tom Brady signs new deal with the Tampa Bay Buccaneers - CNN,0.718012,1.0,1.0,1.0,1.0,0.7563837,0.718012,0.78165424
3639,Ryder Cup squads set as Padraig Harrington finalizes European team - CNN,sport,sport,golf,football,3505,Ryder Cup: Team US on the brink of regaining Ryder Cup behind Dustin Johnson excellence - CNN,0.71317613,3549,"Ryder Cup: One year after originally scheduled, golf's biggest rivalry is ready to tee off - CNN",0.69535303,3535,Ryder Cup: How to watch golf's US vs. Europe showdown - CNN,0.6651331,3508,Sergio Garcia becomes player with most matches won in Ryder Cup history - CNN,0.65965605,3527,"Ryder Cup gets personal: Hey! 'Golf' fans, leave those guys alone, say wives and girlfriends - CNN",0.6537783,1.0,1.0,1.0,0.6,0.6774193,0.6537783,0.71317613
3822,Einar: Swedish rapper shot dead age 19 in Stockholm - CNN,news,news,europe,europe,2989,"Anders Breivik killed 77 people in Norway. A decade on, 'the hatred is still out there' but his influence is seen as low - CNN",0.5207242,1287,Epik is a refuge for the deplatformed far right. Here's why its CEO insists on doing it - CNN,0.49422717,3925,Norway bow-and-arrow attack suspect Espen Andersen Bråthen charged with murder - CNN,0.44487143,3884,"Norway attack victims were killed by stabbings, not arrows, police say - CNN",0.44298756,3120,Norway Terror Attacks Fast Facts - CNN,0.4415685,0.8,0.6,0.8,0.6,0.4688758,0.4415685,0.5207242
1576,"Neanderthal burials: Child's skeleton buried 41,000 years ago may solve mystery - CNN",news,news,europe,asia,1812,Stone Age teeth hint at Neanderthal interbreeding - CNN,0.67434365,2572,DNA from cave dirt reveals details of Neanderthals and other ancient humans - CNN,0.6597041,2016,Neanderthals disappeared from Europe thousands of years earlier than we thought - CNN,0.64858234,4149,Ancient case of disease spillover discovered in Neanderthal man who got sick butchering raw meat - CNN,0.58766425,4489,World's oldest family tree uncovered in Stone Age tomb - CNN,0.49231458,1.0,0.6,0.8,0.4,0.61252177,0.49231458,0.67434365
3222,Meet the 16-year-old supplying Premier League stars with rare sneakers - CNN,sport,business,football,business,546,Mason Greenwood: The Man Utd teenager on the road to becoming a great - CNN,0.44142556,713,"Lowkey.gg, a new service for adult gamers, throws a League of Legends tournament that we tried out - CNN",0.43513423,715,"Twitch gaming stars jump ship to Mixer, Facebook Gaming and YouTube - CNN",0.42327785,3278,"Harvey Elliott: 'Everybody wants to talk' about the 18-year-old midfielder, says Liverpool manager Jurgen Klopp - CNN",0.41968143,3906,Youngster Cole Palmer scores hat-trick in youth game just hours after appearing for Manchester City - CNN,0.41919965,0.6,0.4,0.6,0.4,0.42774373,0.41919965,0.44142556
1752,"Steeplechaser Colleen Quigley discusses mental health, modeling and being 'hungry' for Olympic success - CNN",sport,health,sport,health,4324,Allyson Felix: Athletics superstar on using her platform to fight for change   - CNN,0.54016733,3244,The US Open will offer mental health services to athletes this year - CNN,0.53771,2371,"Raven Saunders: Depression drove her close to suicide. Now, Olympian wants to 'destigmatize mental health' - CNN",0.5198417,2932,Ariarne Titmus: Gold medal-winning athletes swerve social media to avoid 'external pressure' - CNN,0.5136785,2954,Athletes who've had to drop out of the Olympics because of Covid-19 - CNN,0.5108015,1.0,1.0,1.0,1.0,0.5244398,0.5108015,0.54016733
3828,Max Vertstappen: F1 drivers defend Netflix series after Red Bull driver's 'fake' snub  - CNN,sport,sport,motorsport,football,4557,Max Verstappen: New F1 world champion 'not disappointed at all' with controversial way he won title - CNN,0.7197037,4609,Formula One: An important year comes to its thrilling conclusion  - CNN,0.7109619,691,Max Verstappen plays down Michael Schumacher comparisons - CNN,0.6940791,3060,Max Verstappen says 'it doesn't make any difference' to be leading F1 championship - CNN,0.69193554,2414,Max Verstappen wins Monaco Grand Prix to take drivers' championship lead - CNN,0.69023407,1.0,1.0,1.0,0.8,0.7013828,0.69023407,0.7197037
10,Russia could default on its debt within days - CNN,business,business,investing,business,2594,Putin says US sanctions on Russia 'even did us good' - CNN,0.61420834,4,Russia is no longer an option for investors. These emerging markets are - CNN,0.60107136,344,Opinion: What Russia's invasion of Ukraine could mean for the US economic recovery - CNN,0.55569124,330,Conflict in Ukraine pushes mortgage rates lower - CNN,0.54607713,14,Japan orders crypto exchanges to comply with sanctions against Russia and Belarus - CNN,0.52291036,0.8,0.6,0.4,0.6,0.5679917,0.52291036,0.61420834
1123,State launches Aetna probe after stunning admission - CNN,health,health,health,health,1337,Arizona election audit: His cybersecurity firm is working on the 'audit'. But people who know him have questions - CNNPolitics,0.45269322,4296,"Jon Gruden sues NFL, commissioner Roger Goodell - CNN",0.4360584,3950,NFL has no plans to release more details from Washington Football Team investigation - CNN,0.4095472,4406,"Rana Reider, prominent track and field coach, under investigation over sexual misconduct complaints - CNN",0.3778752,1313,Candidates echo fake Arizona fraud claims with an eye on 2022 - CNNPolitics,0.3721457,0.0,0.0,0.0,0.0,0.40966398,0.3721457,0.45269322
3125,Ukraine to give female soldiers 'more comfortable' heels after sexism controversy - CNN,news,news,europe,us,3143,Ukrainian army's decision to make female soldiers march in high heels sparks backlash - CNN,0.8642565,2455,Tokyo 2020: The Japanese city that's rooting for South Sudan at the Olympics - CNN,0.4345448,895,Climate change: 'The shoes are marching for us' - CNN,0.4222448,2951,"Germany's gymnasts wear body-covering unitards, rejecting 'sexualization' of sport - CNN",0.41111976,2454,How Nike cornered the running shoe market  - CNN,0.41000986,0.4,0.4,0.2,0.2,0.50843513,0.41000986,0.8642565
1728,Claressa Shields takes jab at boxing establishment - CNN,sport,sport,sport,football,4520,Emma Raducanu voted BBC Sports Personality of the Year - CNN,0.54798585,4574,"Emma Raducanu tests positive for COVID-19, out of exhibition event in Abu Dhabi - CNN",0.48491424,645,Mikaela Shiffrin clinches record-breaking 47th World Cup slalom win - CNN,0.48419154,2348,"Naomi Osaka withdraws from French Open, citing her mental health - CNN",0.48263985,2921,"Suni Lee: US gymnast wins Olympic all-around after injuries, tragedies and a horrific accident - CNN",0.4824012,1.0,0.8,0.4,0.2,0.49642652,0.4824012,0.54798585
1117,Forget abortion: What women in Appalachian Kentucky really want - CNN,health,health,health,health,1295,Texas abortion ban is an early glimpse of what post-Roe America would look like for women  - CNN,0.58032054,1111,"Decades after their own sexual assaults, women put themselves in shoes of Kavanaugh's accusers - CNN",0.53422856,1145,"Raped and wed by 11, woman fights to end child marriage - CNN",0.53293926,1065,My mother was raped in a nursing home at 88 - CNN,0.51213205,1191,'I had an abortion': 'Pro-voice' replaces judgment with conversation - CNN,0.5104693,0.6,0.4,0.6,0.4,0.5340179,0.5104693,0.58032054
1279,The new women's movement: Reviving the ERA fight - CNN,news,politics,us,politics,1281,The politics of feminism: An unlikely partnership - CNN,0.7818543,813,"International Women's Day: The people have awoken, we need to make the most of this moment  - CNN",0.49316692,346,Opinion: Athleta CEO: Women are driving the economy. It's time for businesses to prioritize them - CNN,0.4693613,3560,"Megan Rapinoe, other women athletes back abortion rights at US Supreme Court - CNN",0.45294702,1203,Honoring the soundtrack of my mother's life - CNN,0.44673836,0.4,0.6,0.2,0.6,0.52881354,0.44673836,0.7818543
2761,Brazil wins Copa América opener as Messi expresses concerns about contracting Covid-19 at tournament - CNN,sport,sport,football,football,3099,"Copa America 2021 final: Argentina beats Brazil 1-0 
 - CNN",0.7843361,2659,Copa America: Referee controversy overshadows Brazil's win over Colombia - CNN,0.7689266,2884,Copa America: Brazilian senator calls on Neymar to not take to the field in 'Championship of Death' - CNN,0.72957623,2779,Copa America: South American football tournament moves ahead despite backlash - CNN,0.7062975,3107,Lionel Messi faces old friend Neymar in last bid for Copa America glory with Argentina - CNN,0.6988629,1.0,0.8,1.0,0.8,0.73759985,0.6988629,0.7843361
3256,How does the Paralympic classification system work? - CNN,sport,sport,sport,sport,3260,Paralympic Games officially begin with vibrant Opening Ceremony - CNN,0.67500305,3303,Tokyo Paralympics to have no spectators as Covid-19  - CNN,0.667574,3702,Tokyo Paralympics ends with colorful and vibrant closing ceremony - CNN,0.6658242,1898,Tokyo 2020: International spectators will be refused entry into Japan for Olympic Games - CNN,0.60918444,3223,"Two Afghan athletes arrive from Kabul to Tokyo, International Paralympic Committee confirms - CNN",0.58817613,1.0,0.8,1.0,0.4,0.6411524,0.58817613,0.67500305
4704,Lamine Diack: Former head of World Athletics dies aged 88 - CNN,sport,news,sport,asia,1624,Alisson Becker: Father of Liverpool goalkeeper drowns in southern Brazil  - CNN,0.4474305,1434,"Kobe Bryant: 'I still have trouble with it' -- One year on, Lakers stars struggle to come to terms with NBA great's death - CNN",0.44586676,843,How to honor Kobe Bryant's legacy through the charities he supported - CNN,0.44075406,4514,"Amir Assadollahzadeh: Fearing torture and possible execution, Iranian powerlifter quit team in Norway and ran for his life - CNN",0.4339972,4559,Sergio Aguero announces retirement from football following heart problems - CNN,0.40534073,0.8,0.6,0.4,0.0,0.43467784,0.40534073,0.4474305
2879,"Naomi Osaka: 'It can be devastating to adjust to fame and fortune,' says tennis great Chris Evert - CNN",sport,entertainment,tennis,celebrities,2348,"Naomi Osaka withdraws from French Open, citing her mental health - CNN",0.75537586,3419,How misogynoir is oppressing Black women athletes - CNN,0.7405076,2372,Naomi Osaka says she won't do press conferences during the French Open - CNN,0.7312014,574,The Naomi Osaka fiasco is a sign that we're nowhere near finished with work on mental health - CNN,0.7196257,2969,Naomi Osaka 'refreshed and happy' as she kicks off her Olympic campaign with dominant victory against Saisai Zheng - CNN,0.71077204,1.0,0.0,0.8,0.0,0.7314965,0.71077204,0.75537586
1682,Prince Philip spends second night in London hospital - CNN,news,news,europe,uk,1692,"Prince Philip, Duke of Edinburgh, taken to hospital after feeling unwell - CNN",0.93603253,1641,"Prince Philip has infection and will stay in London hospital for several days, palace says - CNN",0.8703626,1941,Prince Philip leaves hospital following heart surgery - CNN,0.86569154,2046,Prince Philip moves to King Edward VII Hospital after heart procedure - CNN,0.8646747,2057,Prince Philip undergoes procedure for heart condition - CNN,0.7877406,1.0,0.8,0.0,0.8,0.8649004,0.7877406,0.93603253
3173,Prince Charles reveals songs which give him 'an irresistible urge to get up and dance' - CNN,news,entertainment,uk,celebrities,3136,Coldstream Guards play 'Three Lions' on Prince Charles' lawn ahead of England vs Denmark game - CNN,0.5702578,4682,"Prince William reveals 'cringing' moment with Taylor Swift, some of his favorite tunes and car rides with his mom and Harry - CNN",0.5667068,2723,What to expect when Prince Harry heads back to London - CNN,0.5101532,2607,Prince Harry tells award winners Diana would have been 'so proud' - CNN,0.5077591,1962,Harry and Meghan interview fallout: Prince Charles stays silent in his first appearance since bombshell broadcast - CNN,0.5033578,0.8,0.4,0.8,0.4,0.5316469,0.5033578,0.5702578
4287,Britain's army chief warns risk of accidental war with Russia is greater than during Cold War - CNN,news,politics,europe,politics,2650,Why Britain's friends and adversaries will have watched the Russia confrontation closely - CNN,0.55808854,3817,How the West made the most dangerous version of Putin  - CNN,0.52083576,4260,Why chaos in eastern Europe is never bad news for Vladimir Putin - CNN,0.5204127,1461,Vladimir Putin presents a Russia-sized foreign-policy headache for Biden - CNN,0.50536644,4598,Russia's Vladimir Putin told Biden he would 'really like' to meet - CNN,0.47624844,1.0,1.0,1.0,1.0,0.5161904,0.47624844,0.55808854
4022,"Andrew Wiggins on getting vaccinated: 'Not something I wanted to do, but kind of forced to' - CNN",sport,sport,sport,football,3873,NBA commissioner Adam Silver hopes Kyrie Irving decides to get vaccinated against Covid-19 - CNN,0.75404644,3474,Kyrie Irving: NBA star the latest to withhold vaccination status - CNN,0.735604,3507,"NBA's Knicks, Nets, Warriors prepare for Covid-19 vaccine policies set by home cities - CNN",0.7133868,3739,Kyrie Irving: Nets owner Tsai unsure when unvaccinated star will play again - CNN,0.690934,3465,Unvaccinated NBA players won't get paid for missed games - CNN,0.6861527,1.0,0.2,1.0,0.2,0.71602476,0.6861527,0.75404644
3519,Emma Hayes: Chelsea Women's manager fears social media abuse of players could lead to suicides - CNN,sport,news,football,middleeast,2503,"Social media companies are doing 'bare minimum,' to protect players, says ex-Premier League star - CNN",0.6785604,2354,Manchester City duo receive racist abuse online after Champions League defeat  - CNN,0.64510477,4488,Chelsea FC: An inside look at Premier League club's fight against discrimination - CNN,0.6323551,4568,Cesar Azpilicueta: Players ready for another social media boycott if companies don't prevent abuse - CNN,0.62719,2467,Women's Champions League: Chelsea boss Emma Hayes says inspiring next generation is as important as trophy - CNN,0.5843543,1.0,0.4,1.0,0.0,0.63351285,0.5843543,0.6785604
1563,Lionel Messi scores twice as Barcelona beats Athletic Bilbao - CNN,sport,sport,football,football,3308,Barcelona starts life without Lionel Messi with a thrilling win  - CNN,0.7957884,1892,Lionel Messi breaks Barcelona appearance record - CNN,0.78632855,2571,Lionel Messi double against Valencia keeps Barcelona's title hopes alive - CNN,0.7803441,2063,Barcelona given some respite from off-field issues with stunning comeback against Sevilla to reach Copa del Rey final - CNN,0.76238203,3446,Barcelona FC: Tragic slide continues following Benfica thrashing in Champions League - CNN,0.75866723,1.0,1.0,1.0,1.0,0.77670205,0.75866723,0.7957884
3693,"Maria Kolesnikova, Belarus protest leader, sentenced to 11 years in jail - CNN",news,politics,europe,politics,3365,"Belarus president Alexander Lukashenko denies repression, accuses US of 'lawlessness' - CNN",0.6975049,4573,Belarusian opposition figure sentenced to 18 years at high-security penal colony - CNN,0.6866454,4067, Alexander Lukashenko: Belarusian strongman tries to turn the tables in combative interview - CNN,0.6770065,4084,Exclusive: Belarus President Alexander Lukashenko derides reports of abuse as 'fake and fantasy' - CNN,0.6467145,4344,EU accuses Belarus of acting like 'gangster regime' as thousands of freezing migrants camp on Polish border - CNN,0.6180544,1.0,0.8,1.0,0.8,0.6651851,0.6180544,0.6975049
1460,Police shut down ultra-Orthodox Jewish wedding with 150 guests amid London lockdown - CNN,news,news,uk,uk,1923,"More than 500 people in UK put on do-not-resuscitate orders without consent, watchdog says  - CNN",0.48059392,1440,UK police officers facing fines after having haircuts at police station - CNN,0.47981578,1523,"England considers putting Covid patients in hotels, as study reveals deep trauma among ICU workers - CNN",0.4785959,4524,Netherlands reimposes strict lockdown and UK won't rule out new measures over Omicron - CNN,0.47253364,4277,Liverpool Women's Hospital: Police arrest three after deadly car explosion - CNN,0.46973115,1.0,0.6,0.8,0.4,0.47625408,0.46973115,0.48059392
3529,The weird and wonderful outfits of fans at the Ryder Cup - CNN,sport,sport,golf,football,3549,"Ryder Cup: One year after originally scheduled, golf's biggest rivalry is ready to tee off - CNN",0.6281245,3535,Ryder Cup: How to watch golf's US vs. Europe showdown - CNN,0.6212405,3527,"Ryder Cup gets personal: Hey! 'Golf' fans, leave those guys alone, say wives and girlfriends - CNN",0.60423654,3517,Team US in the driver's seat after strong opening day at Ryder Cup - CNN,0.58759767,3680,Jordan Spieth and Olympic champion Xander Schauffele among Team USA's Ryder Cup captain's picks - CNN,0.56906366,1.0,1.0,1.0,0.6,0.60205257,0.56906366,0.6281245
202,Wildlife flourishing in uninhabited areas around Fukushima  - CNN,news,health,asia,health,1864,Tokyo Olympics torch relay starts its final leg as some suggest this day should never have come - CNN,0.42896384,15,Why potassium iodide pills are suddenly in high demand  - CNN,0.42238528,3777,German dogs to sniff out wildlife at building sites to speed up work - CNN,0.40010542,1920,"Australia's wildfires released as much smoke as a massive volcanic eruption, study finds - CNN",0.3999523,1788,Bodies of drowned deer recovered from frozen lake after being scared by poachers - CNN,0.37504876,0.6,0.4,0.0,0.4,0.40529114,0.37504876,0.42896384
2338,Australia marks quietest fire season in a decade - CNN,news,news,australia,australia,1920,"Australia's wildfires released as much smoke as a massive volcanic eruption, study finds - CNN",0.71441185,1895,Australia floods: Thousands evacuated in New South Wales as 'life-threatening' rains inundate the state - CNN,0.56244624,1902,Entire house floats away as flash floods batter Australia's east coast - CNN,0.56164867,972,"Rocky Mountain subalpine wildfires higher now than past 2,000 years - CNN",0.5581212,1881,Australia floods: 10 million people under severe weather warnings covering an area the size of Alaska - CNN,0.54767346,1.0,0.6,0.8,0.6,0.5888603,0.54767346,0.71441185
2782,French Open: Barbora Krejcikova beats Anastasia Pavlyuchenkova in roller coaster final to win first grand slam - CNN,sport,sport,tennis,sport,2770,Djokovic comes from two sets down to beat Tsitsipas in thrilling 2021 French Open final - CNN,0.67047656,2792,Stefanos Tsitsipas reaches first career grand slam final with win over Alexander Zverev at French Open - CNN,0.6539748,2852,Serena Williams stunned by Elena Rybakina at French Open - CNN,0.6360906,2348,"Naomi Osaka withdraws from French Open, citing her mental health - CNN",0.62845707,3634,US Open: Daniil Medvedev beats Novak Djokovic in men's final - CNN,0.62118906,1.0,0.8,1.0,0.4,0.64203763,0.62118906,0.67047656
3785,Ole Gunnar Solskjaer: Manchester United manager to remain in charge of club - CNN,sport,sport,football,football,4195,Ole Gunnar Solskjaer sacked as Manchester United manager after string of poor results - CNN,0.8544279,4372,Manchester United suffers 2-0 defeat against rival Manchester City as pressure grows on manager Ole Gunnar Solskjaer - CNN,0.7132956,4194,Manchester United went viral again but for all the wrong reasons  - CNN,0.6940531,548,Bruno Fernandes: How one man transformed Manchester United's fortunes - CNN,0.6587243,1602,Manchester United draw level with Liverpool as Fernandes penalty sees off Villa - CNN,0.6245391,1.0,1.0,1.0,1.0,0.70900804,0.6245391,0.8544279
1709,Manchester United's Anthony Martial racially abused on social media after draw - CNN,sport,sport,sport,football,2354,Manchester City duo receive racist abuse online after Champions League defeat  - CNN,0.76797044,1393,Marcus Rashford: Manchester United star racially abused online - CNN,0.66788673,2408,Rio Ferdinand: Manchester United legend racially abused at Premier League match  - CNN,0.6546093,1852,"Thierry Henry quits social media, hoping to inspire others to stand up to online abuse as he urges tech companies to do more - CNN",0.6420318,3732,Wilfried Zaha: Premier League star targeted with racist abuse on social media - CNN,0.62031305,1.0,0.8,0.0,0.8,0.67056227,0.62031305,0.76797044
2146,Bunny attends baseball game and everyone is in love with it - CNN,sport,entertainment,sport,celebrities,4406,"Rana Reider, prominent track and field coach, under investigation over sexual misconduct complaints - CNN",0.41067845,4329,Cleveland Browns: Star Nick Chubb and two other running backs out due to Covid-19 protocols - CNN,0.40233088,1708,"Australian Open: Jessica Pegula, daughter of NFL team owners, stuns No. 5 seed Elina Svitolina to make quarterfinals - CNN",0.39307737,2997,US gymnast Kara Eaker and basketball player Katie Lou Samuelson test positive for Covid-19 ahead of Olympics - CNN,0.38711798,4383,"Aaron Rodgers tells radio show he is unvaccinated, getting Covid advice from Joe Rogan - CNN",0.38466072,1.0,0.0,0.8,0.0,0.39557308,0.38466072,0.41067845
2778,Russia Covid-19: Moscow mayor announces 'non-working' week to curb spread - CNN,news,health,europe,health,3838,Russia Covid: Moscow announces new lockdown as coronavirus crisis deepens - CNN,0.8077642,3861,Russia Covid: Moscow orders unvaccinated over-60s to stay home for 4 months - CNN,0.7764183,3766,Moscow launches fresh restrictions as Covid-19 deaths hit record high in Russia - CNN,0.77618206,3917,Russian daily Covid-19 deaths hit record high but lawmakers rule out lockdown - CNN,0.6620445,3479,Russia reports worst single-day Covid-19 death toll since start of pandemic  - CNN,0.6404887,1.0,1.0,1.0,1.0,0.7325795,0.6404887,0.8077642
3856,"UK MPs face 'substantial' threat after fatal Amess stabbing, says Home Secretary  - CNN",news,politics,uk,politics,3926,British lawmakers face risks when working with the public - CNN,0.6443414,3849,"David Amess: Man charged with murdering UK lawmaker had terrorist links, court hears - CNN",0.63343906,3919,David Amess stabbing: Boris Johnson and Keir Starmer visit scene in Leigh-on-Sea - CNN,0.6220418,2387,Dominic Cummings: Boris Johnson's former senior adviser says UK fell 'disastrously short' on Covid-19 - CNN,0.55147123,1932,Boris Johnson's boast of a 'Global Britain' is taking a pounding amid series of crises - CNN,0.5420811,1.0,1.0,1.0,1.0,0.5986749,0.5420811,0.6443414
3945,Giulio Regeni murder: Four Egyptian officers face Italian trial  - CNN,news,politics,europe,politics,2037,Italian prosecutor asks for life sentence for two Americans charged with police murder - CNN,0.56499565,1819,Italy expels two Russian officials over espionage case - CNN,0.5511786,1525,Italy targets violent clan in biggest mafia trial in decades - CNN,0.50084937,3436,Romano Prodi Fast Facts - CNN,0.48365402,2857,Belarus: Roman Protasevich appears on state TV as critics decry his detention as a 'hostage'-taking - CNN,0.47413647,1.0,0.4,1.0,0.4,0.5149628,0.47413647,0.56499565
4399,Thierry Henry says social media companies make 'money through hate' as he launches online campaign - CNN,sport,news,football,us,1852,"Thierry Henry quits social media, hoping to inspire others to stand up to online abuse as he urges tech companies to do more - CNN",0.836715,2577,"Thierry Henry Social Media blackout exclusive: 'When we come together it's powerful,' says former Arsenal star - CNN",0.8161478,2503,"Social media companies are doing 'bare minimum,' to protect players, says ex-Premier League star - CNN",0.6990861,2270,"Jordan Henderson hands social media accounts to charity, as clubs begin boycott due to racist abuse - CNN",0.6401225,4568,Cesar Azpilicueta: Players ready for another social media boycott if companies don't prevent abuse - CNN,0.6205199,1.0,0.4,1.0,0.4,0.72251827,0.6205199,0.836715
4240,Charlie Sifford Award created for honoring 'spirit in advancing diversity in golf' - CNN,sport,news,golf,us,591,Charlie Sifford: golf's first Black professional who paved the way for Tiger Woods - CNN,0.77097774,4641,Tiger Woods to return to competitive golf at 2021 PNC Championship - CNN,0.5631464,1621,"We should be grateful that Tiger Woods is alive, 'that his kids haven't lost their dad,' says an emotional Rory McIlroy - CNN",0.5440365,1810,Patrick Reed breezes to victory on PGA Tour despite drop controversy - CNN,0.5406957,585,"How Arnold Palmer, Gary Player and Jack Nicklaus revolutionized golf - CNN",0.5398805,1.0,0.2,1.0,0.2,0.5917474,0.5398805,0.77097774
3732,Wilfried Zaha: Premier League star targeted with racist abuse on social media - CNN,sport,sport,football,football,2354,Manchester City duo receive racist abuse online after Champions League defeat  - CNN,0.6524744,1709,Manchester United's Anthony Martial racially abused on social media after draw - CNN,0.62031305,1393,Marcus Rashford: Manchester United star racially abused online - CNN,0.6148981,2270,"Jordan Henderson hands social media accounts to charity, as clubs begin boycott due to racist abuse - CNN",0.60244125,4568,Cesar Azpilicueta: Players ready for another social media boycott if companies don't prevent abuse - CNN,0.59994256,1.0,1.0,0.8,1.0,0.61801386,0.59994256,0.6524744
1771,Kevin Durant pulled from game twice due to Covid-19 protocols - CNN,sport,sport,sport,football,4397,"Brooklyn Nets: Kevin Durant dazzles in win, Kyrie Irving would be ""welcomed back"" if NYC vaccine mandate lifted - CNN",0.7479924,4689,LeBron James cleared from NBA's Covid-19 health and safety protocols - CNN,0.71225,4589,Kevin Durant drops NBA-high 51 points in Brooklyn Nets win over Detroit Pistons - CNN,0.66399896,3931,Nets star Kyrie Irving may not play a single game. But he could still score up to $19M - CNN,0.6604614,2749,Kevin Durant puts in historic performance as Brooklyn Nets beat Milwaukee Bucks - CNN,0.6583996,1.0,0.8,1.0,0.8,0.68862045,0.6583996,0.7479924
3372,Kim Raisner: Germany's modern pentathlon coach disqualified from Olympics for hitting horse - CNN,sport,sport,sport,football,4377,Modern Pentathlon opts to remove horse riding from competition - CNN,0.82409704,2919,German cycling coach dismissed from Olympics over racist remarks - CNN,0.53883326,2104,Tokyo Olympics 2020: Protests and demonstrations banned at games as Rule 50 upheld - CNN,0.5137949,2933,US Olympian Simone Biles' withdrawal from the team final reminds us that she's human -- and still very much the GOAT - CNN,0.5086844,3371,What's next for gymnastics great Simone Biles? - CNN,0.50633246,1.0,0.4,1.0,0.0,0.5783484,0.50633246,0.82409704
1624,Alisson Becker: Father of Liverpool goalkeeper drowns in southern Brazil  - CNN,sport,news,football,americas,2463,Liverpool goalkeeper Alisson scores stoppage-time winner against West Bromich  - CNN,0.49193257,3760,Emiliano Sala: Flight organizer convicted over in crash that caused death of soccer star  - CNN,0.49121702,4303,Emiliano Sala: Flight organizer sentenced over crash that killed football star - CNN,0.48442978,4447,João Cancelo: Manchester City defender assaulted during burglary at his home - CNN,0.47962773,4559,Sergio Aguero announces retirement from football following heart problems - CNN,0.4722342,1.0,0.4,1.0,0.0,0.48388824,0.4722342,0.49193257
673,Doug Scott: Everest conqueror and mountaineering icon dies aged 79 - CNN,sport,news,sport,asia,664,Blind climber Jesse Dufton pushing boundaries after leading 449-foot climb - CNN,0.44121826,139,Nadhira Alharthy: Omani climber wants to 'die empty' in her quest to share knowledge - CNN,0.43361634,675,Nirmal Purja: Record breaking Nepalese climber shocked by climate change effects - CNN,0.43225974,669,Free Solo: Oscar-winning director Jimmy Chin on risking it all for the perfect shot  - CNN,0.38015848,4148,"Marko Grilc: Snowboarder dies in accident, according to sponsors - CNN",0.37383473,1.0,0.2,1.0,0.2,0.41221753,0.37383473,0.44121826
3195,Eastern Europe was once a world leader on gay rights. Then it ran out of scapegoats - CNN,news,politics,europe,politics,3004,Hungary plans referendum on law criticized by EU as homophobic - CNN,0.7903031,2757,Hungary's parliament passes anti-LGBT law ahead of 2022 election - CNN,0.7641149,2652,"Hungary 'has no place in the EU anymore,' Dutch leader says - CNN",0.76101255,2973,Hungary Pride: Thousands join event as LGBTQ people face growing hostility - CNN,0.6775968,2622,Czech President calls transgender people 'disgusting' - CNN,0.6617118,1.0,1.0,1.0,1.0,0.73094785,0.6617118,0.7903031
4671,"Eric Zemmour, far-right French presidential hopeful, grabbed by neck at heated political rally - CNN",news,politics,europe,politics,2628,France regional elections: Marine Le Pen's far-right party falls short ahead of presidential vote - CNN,0.51352024,2703,France elections: Macron and Le Pen dealt setback in regional poll marred by low turnout - CNN,0.48110878,2809,Emmanuel Macron slapped by member of public in southeast France - CNN,0.45543957,3500,UK and France reheat one of the world's oldest rivalries at a risky time for both - CNN,0.449282,1396,Austrian man leaves fortune in will to French village that hid his family from Nazis - CNN,0.4376757,1.0,0.8,1.0,0.8,0.46740526,0.4376757,0.51352024
