Index,Headline,category,section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_category_neighbor_ratio,same_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
3145,Methamphetamine in waterways may be turning trout into addicts - CNN,news,europe,3470,Public urination at Glastonbury Festival leaves traces of cocaine and MDMA in river - CNN,0.51343125,832,Montana nonprofit is fighting to protect native fish on this historic reservation - CNN,0.45319402,1694,"Scott Miller, former Australian Olympic swimmer, charged in Sydney drug bust - CNN",0.38601458,1662,"Boris Johnson's government is 'gaslighting' Britain about the realities of Brexit, critics say - CNN",0.36980987,3066,Cocaine disguised as charcoal worth up to $41 million seized by police - CNN,0.3535747,0.8,0.6,0.4152049,0.3535747,0.51343125
3146,Austrian man bitten by python while sitting on the toilet - CNN,news,europe,3859,Deadly and 'very agitated' snake found in English shipping container - CNN,0.50979054,4393,Italian couple find endangered bear on their balcony - CNN,0.4128164,1890,Spiders and snakes swarm Australian homes as they flee record flooding - CNN,0.40305054,2130,Man jumps through moving car window to stop reckless driver - CNN,0.39540184,1408,Why do wombats poop cubes? Scientists may finally have the answer  - CNN,0.39209265,1.0,0.4,0.4226304,0.39209265,0.50979054
3147,NBA Finals 2021: How to watch as the Phoenix Suns and Milwaukee Bucks face off - CNN,sport,sport,3166,"NBA: Bucks head to finals, Phoenix after slamming Hawks - CNN",0.82032657,3068,"NBA Finals: Bucks rally to defeat Suns, level series at 2-2 - CNN",0.7922381,3118,"NBA Finals: Suns overcome Giannis Antetokounmpo's 42, grab 2-0 lead - CNN",0.7832961,3038,"NBA Finals: Bucks rally past Suns, take 3-2 lead - CNN",0.75116,3133,NBA Finals: Chris Paul puts in historic performance as the Phoenix Suns beat the Milwaukee Bucks in Game 1 - CNN,0.67706305,1.0,1.0,0.76481676,0.67706305,0.82032657
3148,"Spain says non-consensual sex is rape, toughens sexual violence laws
 - CNN",news,europe,2203,France outlaws sex with children aged under 15 - CNN,0.5795506,2518,Spain curfew lifts: Hundreds party as coronavirus restrictions ease - CNN,0.4811815,1918,Spain approves euthanasia law - CNN,0.4613338,4010,US judge recommends Cristiano Ronaldo rape case be dismissed - CNN,0.4577484,3138,Samuel Luiz: Spanish police arrest three over suspected homophobic killing - CNN,0.4482782,0.8,0.8,0.4856185,0.4482782,0.5795506
3149,Gail Devers: Three-time Olympic gold medalist on how Graves' disease 'made me who I am' - CNN,sport,sport,2355,Simone Biles is schooling us on how to excel despite setbacks (like the pandemic). The new skills she's unleashed since her last Olympic gold help prove it - CNN,0.57886577,3761,"Beijing Olympics: Lindsey Vonn on mental health, retirement and fashion  - CNN",0.57846355,3402,Simone Biles reveals her aunt unexpectedly died during the Olympics - CNN,0.55418503,2961,Anna Kiesenhofer is a math genius who just pulled off one of the biggest shocks in Olympics history - CNN,0.54623675,639,Kaillie Humphries: Canada-born slider wins monobob gold medal for US at Beijing 2022 after ​filing harassment complaint  - CNN,0.54523134,1.0,1.0,0.56059647,0.54523134,0.57886577
3150,Jessica Springsteen set to make Olympic debut with US equestrian jumping team - CNN,sport,sport,3378,"Jessica Springsteen, Bruce Springsteen's daughter, wins silver medal in equestrian team jumping final - CNN",0.76347286,3356,Olivia Podmore: Former New Zealand Olympic cyclist dies aged 24 - CNN,0.53687733,3396,Alberto Ginés wins first Olympic climbing gold in Tokyo  - CNN,0.528648,2284,Simone Biles says Paris not Tokyo could be her last Olympics - CNN,0.51739657,2914,Connor Fields 'is awake' after BMX semifinals crash at the Olympics as Niek Kimmann storms to historic gold - CNN,0.5117727,1.0,1.0,0.57163346,0.5117727,0.76347286
3151,2021 Australian F1 Grand Prix and MotoGP race canceled - CNN,sport,motorsport,3296,Japanese GP: 2021 edition canceled amid ongoing coronavirus crisis - CNN,0.7659455,3456,Qatar added to 2021 F1 calendar as Gulf state secures 10-year deal to host races in country from 2023 - CNN,0.6607517,1459,Olympics 2021: Japan and IOC determined to hold Tokyo Games despite cancellation rumors - CNN,0.5516701,2813,"Tokyo 2020: Australian baseball team pulls out of Olympic qualifiers, citing Covid fears - CNN",0.5326086,1478,Australian Open turmoil raises questions for Tokyo Olympics in 2021 - CNN,0.5315697,1.0,0.4,0.6085091,0.5315697,0.7659455
3152,"Copa América: 'I want Argentina,' says Neymar, as Brazil goes through to 2021 final - CNN",sport,football,2761,Brazil wins Copa América opener as Messi expresses concerns about contracting Covid-19 at tournament - CNN,0.82274747,3099,"Copa America 2021 final: Argentina beats Brazil 1-0 
 - CNN",0.77989376,3139,Copa América: Argentina defeats Colombia on penalties to reach final - CNN,0.76984245,2659,Copa America: Referee controversy overshadows Brazil's win over Colombia - CNN,0.75497633,2884,Copa America: Brazilian senator calls on Neymar to not take to the field in 'Championship of Death' - CNN,0.6551093,1.0,1.0,0.7565139,0.6551093,0.82274747
3153,Russian plane crashes with 28 passengers onboard - CNN,news,europe,3340,"Russia helicopter crash: Eight feared dead in Kamchatka peninsula
 - CNN",0.7387513,3992,"Russian plane crash: Aircraft carrying parachutists comes down, killing 16 - CNN",0.65979224,3321,"Russian plane fighting wildfires crashes in Turkey, killing all 8 crew members on board - CNN",0.6592517,3116,Swedish plane crash kills eight skydivers and pilot - CNN,0.5756881,2432,"Russia Arctic: As Washington and Moscow spar, Putin creates new facts on the ground - CNN",0.572801,1.0,1.0,0.6412569,0.572801,0.7387513
3154,Ashleigh Barty powers into Wimbledon semifinals with ease - CNN,sport,tennis,3131,Ashleigh Barty reaches first Wimbledon final with emphatic victory over Angelique Kerber - CNN,0.8169491,1691,Ashleigh Barty stunned by Karolina Muchova in Australian Open quarterfinals - CNN,0.77541816,2595,"Ashleigh Barty discusses Wimbledon, her Olympic 'dream' and being her 'authentic self' with the media - CNN",0.7668818,3108,Ashleigh Barty becomes first Australian woman to win Wimbledon singles title in 41 years  - CNN,0.746626,2871,Ashleigh Barty: World no. 1 retires from French Open with injury - CNN,0.74337983,1.0,1.0,0.76985097,0.74337983,0.8169491
3155,"Matiss Kivlenieks, NHL goaltender, dead at 24 from fireworks accident at coach's house - CNN",sport,sport,2228,"NBA, MLB and NHL postpone Minneapolis games following fatal shooting of  Daunte Wright - CNN",0.53625214,1940,Timur Faizutdinov: Russian hockey player dies after being hit by puck  - CNN,0.5331116,3263,Diederick Schelfhout: Paralympian on fighting for his career after a life-changing motorcycle accident - CNN,0.5213312,3116,Swedish plane crash kills eight skydivers and pilot - CNN,0.46896386,4388,Name of former Blackhawks video coach removed from Stanley Cup trophy - CNN,0.45334393,0.8,0.8,0.50260055,0.45334393,0.53625214
3156,Xavier Bettel: Luxembourg prime minister in 'serious but stable' condition in hospital with Covid-19 - CNN,news,europe,3128,Xavier Bettel: Luxembourg Prime Minister leaves hospital after Covid-19 treatment - CNN,0.9527698,4182,"French Prime Minister Jean Castex tests positive for Covid-19, forcing Belgium's leader to isolate  - CNN",0.64468455,4664,Nearly 70 ICU medics at Spanish hospital test positive for Covid after Christmas party - CNN,0.51237214,3604,France coronavirus: Thousands of healthcare workers suspended after failing to get vaccinated - CNN,0.51136845,3981,Czech President in 'stable' condition after post-election hospitalization  - CNN,0.5034291,1.0,1.0,0.62492484,0.5034291,0.9527698
3157,Jewish man abused twice in one evening on London public transportation - CNN,news,uk,4707,"Abuse directed at London Hanukkah party bus investigated as a hate crime, police say - CNN",0.73180664,4046,Union Berlin apologizes over anti-Semitic incidents at match against Maccabi Haifa - CNN,0.53240037,3620,"Man identified by Chelsea FC charged by Met Police after investigation into racist, anti-semitic and hateful tweets  - CNN",0.5244786,1197,"Go ahead, admit you're a racist - CNN",0.46233732,1932,Boris Johnson's boast of a 'Global Britain' is taking a pounding amid series of crises - CNN,0.46228647,0.6,0.4,0.54266185,0.46228647,0.73180664
3158,"Terry Donahue, former UCLA football coach, dies at 77 - CNN",sport,sport,3367,Bobby Bowden: Legendary Florida State University football coach dies at 91 - CNN,0.50248635,2996,Bobby Bowden: Legendary college football coach diagnosed with a terminal illness - CNN,0.49476564,3878,Nick Rolovich: Washington State head football coach ousted after refusing Covid-19 vaccine - CNN,0.47818863,2818,Jim Fassel: Former NFL coach dies at age 71 - CNN,0.47764587,4579,Monday Night Football: Los Angeles Rams hold off Arizona Cardinals for key playoff hunt win - CNN,0.443282,1.0,1.0,0.4792737,0.443282,0.50248635
3159,Boris Johnson sets out plan to scrap England's lockdown in big Covid-19 gamble - CNN,news,uk,2763,Boris Johnson extends England's pandemic restrictions amid variant concerns - CNN,0.8504174,1631,"Boris Johnson's vaccine strategy gets another boost, while Europe's scramble for shots continues - CNN",0.84234715,1591,UK Prime Minister Boris Johnson 'reconciled' to tougher Covid-19 restrictions as cases soar - CNN,0.8365104,3028,Freedom Day: Boris Johnson is taking another huge gamble by lifting lockdowns in England. Even he admits it could lead to more deaths from Covid - CNN,0.8210503,2252,Boris Johnson could come out of the pandemic smelling of roses - CNN,0.81151205,1.0,1.0,0.8323674,0.81151205,0.8504174
3160,Euro 2020: Staging semis and final in London is 'recipe for disaster.' Is football -- and Covid-19 spike -- coming home? - CNN,sport,football,2671,"Euro 2020: England looks to pull nation together, but it hasn't been easy - CNN",0.8268698,3019,England's footballers lost the Euro 2020 final. But they might yet win the culture war - CNN,0.8150649,3104,How to watch England vs Italy live - CNN,0.81034195,3096,How to watch Euro 2020 and everything you need to know about the European tournament - CNN,0.7984543,2806,"Taking a knee: Football's coming home, but gesture divides England fans - CNN",0.7674805,1.0,1.0,0.8036423,0.7674805,0.8268698
3161,Medecins Sans Frontieres says Mediterranean rescue mission blocked after ship seizure in Italy - CNN,news,europe,4231,Aid workers face trial in Greece for spying after refugee rescues - CNN,0.51259375,4469,Greek shipwreck: At least 16 migrants killed - CNN,0.4662053,2553,On board a small Ukrainian patrol boat challenging Russian naval might   - CNN,0.46344203,168,"'Help us, we're stranded': International students say they're trapped in northeast Ukraine - CNN",0.46280372,3221,"Greece: Freighter sinks after hitting Greek islets, all 16 crew rescued - CNN",0.4602177,1.0,1.0,0.4730525,0.4602177,0.51259375
3162,LGBTQ campaigner 'happy to be alive' after attack on Pride march offices in Georgia - CNN,news,europe,3082,Georgia: Scuffles break out in Parliament over cameraman's death - CNN,0.57830185,2712,Thousands march for LGBT equality in Polish capital - CNN,0.5727376,2973,Hungary Pride: Thousands join event as LGBTQ people face growing hostility - CNN,0.560877,2632,Istanbul Pride parade: Turkish police fire tear gas to disperse crowds - CNN,0.5261778,1353,CNN analysis: Georgia's proposed weekend voting restrictions would strike at Black voters - CNNPolitics,0.48991394,0.8,0.8,0.54560167,0.48991394,0.57830185
3163,"Kate, Duchess of Cambridge, forced to self-isolate after Covid-19 contact - CNN",news,uk,2359,Duchess of Cambridge 'hugely grateful' after first Covid vaccine - CNN,0.70038867,1548,Queen Elizabeth and Duke of Edinburgh receive Covid-19 vaccine - CNN,0.6239476,3851,"UK Covid: Britain has more new cases than France, Germany, Italy and Spain combined - CNN",0.55064243,1671,Prince Philip to stay in London hospital over the weekend - CNN,0.54570043,3380,Boris Johnson continued Scotland trip despite official testing positive for Covid-19  - CNN,0.53673816,1.0,1.0,0.5914835,0.53673816,0.70038867
3164,Israel Folau makes shock rugby union return after signing for Japanese side Shining Arcs - CNN,sport,sport,2537,"Jarryd Hayne, former Australian rugby league star, jailed for sexual assault - CNN",0.5490873,4347,Gay footballer Josh Cavallo says he would be 'scared' to play at the 2022 World Cup in Qatar - CNN,0.5156358,3074,Quade Cooper: Former Wallabies player denied Australian citizenship despite representing the country 70 times - CNN,0.503608,2457,Transgender women allowed to play women's rugby in France - CNN,0.5024081,4028,Does the footballing world really care about kicking homophobia out? - CNN,0.49448162,1.0,0.6,0.5130441,0.49448162,0.5490873
3165,"Neanderthals engraved a deer bone more than 50,000 years ago - CNN",news,europe,1812,Stone Age teeth hint at Neanderthal interbreeding - CNN,0.57820576,2016,Neanderthals disappeared from Europe thousands of years earlier than we thought - CNN,0.5398261,3490,Rare fossil of 25-million-year-old eagle that hunted koalas found in South Australia  - CNN,0.4691152,1576,"Neanderthal burials: Child's skeleton buried 41,000 years ago may solve mystery - CNN",0.46879792,4149,Ancient case of disease spillover discovered in Neanderthal man who got sick butchering raw meat - CNN,0.44471502,1.0,0.8,0.50013196,0.44471502,0.57820576
3166,"NBA: Bucks head to finals, Phoenix after slamming Hawks - CNN",sport,sport,3038,"NBA Finals: Bucks rally past Suns, take 3-2 lead - CNN",0.90019804,3068,"NBA Finals: Bucks rally to defeat Suns, level series at 2-2 - CNN",0.88870573,3147,NBA Finals 2021: How to watch as the Phoenix Suns and Milwaukee Bucks face off - CNN,0.82032657,3118,"NBA Finals: Suns overcome Giannis Antetokounmpo's 42, grab 2-0 lead - CNN",0.8033312,4233,Bucks vs Lakers: Giannis Antetokounmpo powers Milwaukee to win over LA - CNN,0.7643151,1.0,1.0,0.8353753,0.7643151,0.90019804
3167,Pope Francis has surgery for colon diverticulitis - CNN,news,europe,3097,Pope Francis delivers prayer from hospital window in his first public appearance after surgery - CNN,0.77522695,3109,Pope Francis gradually resuming work and walking after his surgery - CNN,0.7636919,3073,Pope Francis leaves hospital after undergoing surgery - CNN,0.7482635,2324,Pope Francis greets children on Good Friday  - CNN,0.45467508,1549,Pope Francis says he is in line to take Covid-19 vaccine - CNN,0.42875856,1.0,1.0,0.6341232,0.42875856,0.77522695
3168,Laurel Hubbard's Olympic dream has sparked an existential debate about what it means to be female - CNN,sport,sport,3041,"Laurel Hubbard: IOC backs transgender weightlifter's selection for Tokyo, says to review rules later - CNN",0.82232594,2696,Laurel Hubbard: New Zealand weightlifter to become first transgender athlete at Olympic Games - CNN,0.8030453,2546,Weightlifter Hubbard poised to become first transgender Olympian -- report - CNN,0.7822468,3434,Laurel Hubbard becomes first ​out transgender woman to compete at the Olympics - CNN,0.74010265,2457,Transgender women allowed to play women's rugby in France - CNN,0.64038163,1.0,1.0,0.75762045,0.64038163,0.82232594
3169,Austrian Grand Prix: Max Verstappen cruises to third successive GP victory - CNN,sport,motorsport,2633,Max Verstappen leads from start to finish at Styrian Grand Prix to extend F1 title race advantage - CNN,0.89903796,2709,Max Verstappen beats Lewis Hamilton at French Grand Prix to extend F1 title race lead - CNN,0.87122416,2414,Max Verstappen wins Monaco Grand Prix to take drivers' championship lead - CNN,0.8690642,3699,Max Verstappen wins Dutch Grand Prix to the delight of home fans - CNN,0.8562798,3810,F1: Lewis Hamilton expects tough races ahead as Max Verstappen pulls away - CNN,0.8239578,1.0,1.0,0.86391276,0.8239578,0.89903796
3170,Cyprus wildfires leave at least four dead in 'unprecedented tragedy' - CNN,news,europe,2925,Wildfires scorch Spain and cause 'disaster without precedence' in Sardinia - CNN,0.66370165,3348,Greece wildfires: Country faces 'disaster of unprecedented proportions'  - CNN,0.65891916,3377,Blaze sweeps through Athens suburbs in fifth day of Greece wildfires - CNN,0.6383909,3412,Greece and Turkey battle heat wave and fires in Europe's summer of extreme weather - CNN,0.63818026,3880,Quake off Greece's Karpathos shakes eastern Mediterranean - CNN,0.5341268,1.0,1.0,0.6266638,0.5341268,0.66370165
3171,Sha'Carri Richardson promises on Twitter to be world champion... next year. - CNN,sport,sport,3184,Sha'Carri Richardson suspended from US Olympic team after testing positive for marijuana - CNN,0.6902993,3141,"Sha'Carri Richardson left off US Olympic track team though her suspension ends before relay event,  - CNN",0.6250144,3084,USADA wants fair cannabis rules as White House calls for meeting - CNN,0.54522955,4574,"Emma Raducanu tests positive for COVID-19, out of exhibition event in Abu Dhabi - CNN",0.4647016,4633,Pele: Brazilian soccer legend will stay in hospital for 'a few days' after chemotherapy - CNN,0.4599728,1.0,0.6,0.55704355,0.4599728,0.6902993
3172,"Face masks will be a 'personal choice' in England, says UK minister - CNN",news,uk,1466,European countries mandate medical-grade masks over cloth face coverings - CNN,0.68488944,1458,"Covid variant found in UK may be more deadly than others, says Boris Johnson - CNN",0.58055043,2035,Switzerland votes to ban face covering - CNN,0.56328577,2554,Germany ponders new freedoms for the fully vaccinated - CNN,0.55186963,2640,"BLM UK: Britain should be having a racial reckoning. Instead, Black Lives Matter activists say they fear for their safety - CNN",0.5482409,1.0,0.4,0.5857672,0.5482409,0.68488944
3173,Prince Charles reveals songs which give him 'an irresistible urge to get up and dance' - CNN,news,uk,3136,Coldstream Guards play 'Three Lions' on Prince Charles' lawn ahead of England vs Denmark game - CNN,0.5702578,4682,"Prince William reveals 'cringing' moment with Taylor Swift, some of his favorite tunes and car rides with his mom and Harry - CNN",0.5667068,2723,What to expect when Prince Harry heads back to London - CNN,0.5101532,1671,Prince Philip to stay in London hospital over the weekend - CNN,0.5089898,2607,Prince Harry tells award winners Diana would have been 'so proud' - CNN,0.5077591,0.8,0.8,0.5327733,0.5077591,0.5702578
3174,Tokyo 2020: Two Namibian Olympic medal contenders ruled ineligible for women's 400m due to naturally high testosterone levels - CNN,sport,sport,1613,Caster Semenya appeals to European Court of Human Rights over 'discriminatory' testosterone limit - CNN,0.65060294,2546,Weightlifter Hubbard poised to become first transgender Olympian -- report - CNN,0.62678885,3200,Semenya's Tokyo bid ends as qualifying deadline passes - CNN,0.5903721,3041,"Laurel Hubbard: IOC backs transgender weightlifter's selection for Tokyo, says to review rules later - CNN",0.57000357,2696,Laurel Hubbard: New Zealand weightlifter to become first transgender athlete at Olympic Games - CNN,0.56329143,1.0,1.0,0.6002118,0.56329143,0.65060294
3175,England powers past Ukraine to reach semifinals of Euros for first time in 25 years - CNN,sport,football,2591,England stuns Germany with two late goals to book place in Euro 2020 quarterfinals - CNN,0.7179063,3124,England reaches first major final since 1966 after win over Denmark in Euro 2020 - CNN,0.7016318,3160,Euro 2020: Staging semis and final in London is 'recipe for disaster.' Is football -- and Covid-19 spike -- coming home? - CNN,0.69392765,3104,How to watch England vs Italy live - CNN,0.6746284,3090,Euro 2020 final: Italy crowned champion after beating England on penalties - CNN,0.64976704,1.0,1.0,0.6875722,0.64976704,0.7179063
3176,"Vatican indicts 10 people, including a cardinal, over an international financial scandal - CNN",news,europe,2945,Landmark Vatican fraud trial begins as cardinal faces charges over London property deal  - CNN,0.7846668,1457,"Vatican bank's former chief found guilty of money laundering, sentenced to nearly 9 years in prison - CNN",0.634354,1075,US Catholic bishops announce new policies to police bishops - CNN,0.5929313,1081,'How could this happen again?' Why this Catholic abuse scandal seems worse than 2002  - CNN,0.5402174,4294,Pope thanks journalists for helping expose Church sex scandals - CNN,0.53342545,1.0,0.6,0.61711895,0.53342545,0.7846668
3177,Emma Raducanu: 18-year-old Briton's remarkable run at Wimbledon gathers pace - CNN,sport,tennis,3144,Emma Raducanu vows to 'come back stronger' after dream run at Wimbledon ends - CNN,0.8210945,4004,Emma Raducanu says she needs to cut herself 'some slack' after defeat by Aliaksandra Sasnovich at Indian Wells - CNN,0.79323316,3518,Tennis' newest superstar Emma Raducanu celebrates return to UK by playing with Duchess of Cambridge - CNN,0.7665203,3610,John McEnroe calls Emma Raducanu's US Open win 'crazy'  - CNN,0.75996983,3669,Emma Raducanu beats Belinda Bencic to reach US Open semifinals - CNN,0.7471162,1.0,1.0,0.77758676,0.7471162,0.8210945
3178,Lewis Hamilton extends Mercedes contract to 2023 - CNN,sport,motorsport,1756,Lewis Hamilton and Mercedes agree one-year deal with joint commitment for 'greater diversity and inclusion' - CNN,0.9268141,129,Lewis Hamilton plays down hopes of starting F1 season with a win - CNN,0.74916315,677,Lewis Hamilton equals Michael Schumacher's record of seven world titles - CNN,0.72225636,689,Lewis Hamilton pays tribute to Chadwick Boseman after F1 Belgian GP win - CNN,0.68736595,4215,Valtteri Bottas backs teammate Lewis Hamilton to triumph in F1 championship fight - CNN,0.6771041,1.0,0.8,0.75254077,0.6771041,0.9268141
3179,Australian state officials report biggest daily Covid-19 caseload this year - CNN,news,australia,3353,Australia expands Covid-19 lockdown as Sydney records its highest daily case count - CNN,0.901515,3239,Australia reports record Covid-19 cases as Sydney hospitals set up emergency tents - CNN,0.8672262,3497,Australia's Victoria state records second-highest daily rise in virus cases - CNN,0.8460013,3392,Australia Covid-19: Sydney suffers 5 deaths and record cases as lockdowns extended  - CNN,0.8427479,4569,Australia moves to lift Covid-19 restrictions amid surge in Omicron infections  - CNN,0.826584,1.0,1.0,0.85681486,0.826584,0.901515
3180,Harry and William are working together again - CNN,news,uk,2723,What to expect when Prince Harry heads back to London - CNN,0.83828044,2273,Meghan and Harry say Prince Philip will be 'greatly missed' - CNN,0.60653144,2607,Prince Harry tells award winners Diana would have been 'so proud' - CNN,0.5939156,2145,Prince Louis turns 3 and there's a new photo to mark the occasion - CNN,0.5856683,2198,Princes William and Harry walk together at grandfather's funeral - CNN,0.5797359,1.0,1.0,0.64082634,0.5797359,0.83828044
3181,Euro 2020: Spain beats Switzerland in nail-biting penalty shootout to reach semifinals  - CNN,sport,football,2621,Switzerland stuns France in Euro 2020 as Kylian Mbappe misses in penalty shootout - CNN,0.8456488,3137,Italy wins dramatic penalty shootout against Spain to reach Euro 2020 final - CNN,0.7795102,2624,Spain overcomes extraordinary own goal to beat Croatia and reach Euro 2020 quarterfinals - CNN,0.7504884,2678,Martin Dubravka: Goalkeeper's astonishing own goal hands Spain path to Euro 2020's knockout stages - CNN,0.7365347,3090,Euro 2020 final: Italy crowned champion after beating England on penalties - CNN,0.72465646,1.0,1.0,0.7673677,0.72465646,0.8456488
3182,Italy knocks out Belgium in Euro 2020 thriller to advance to semifinals - CNN,sport,football,3137,Italy wins dramatic penalty shootout against Spain to reach Euro 2020 final - CNN,0.7581631,2704,Euro 2020: Italy records third victory of tournament as Wales also reaches knockout stages - CNN,0.7526897,4007,Belgium vs. France: Romelu Lukaku thought he'd won it but VAR had other ideas as Theo Hernandez strike decides thriller - CNN,0.7352014,3193,Euro 2020: Belgium vs. Italy headlines enthralling quarterfinals - CNN,0.72518444,3090,Euro 2020 final: Italy crowned champion after beating England on penalties - CNN,0.7158883,1.0,1.0,0.7374254,0.7158883,0.7581631
3183,Neutral Switzerland plans to buy dozen of US F-35 fighter jets - CNN,news,europe,3023,Russia unveils new 'Checkmate' fighter jet - CNN,0.47480673,4227,British F-35 fighter jet crashes while flying off aircraft carrier HMS Queen Elizabeth - CNN,0.44596422,2314,Russia is amassing unprecedented military might in the Arctic - CNN,0.42067814,1945,"UK calls Russia top threat, issues warning on China, promises to build more nuclear warheads - CNN",0.40828925,3086,Scientists are trying to control lightning with a giant laser - CNN,0.402197,1.0,1.0,0.43038702,0.402197,0.47480673
3184,Sha'Carri Richardson suspended from US Olympic team after testing positive for marijuana - CNN,sport,sport,3141,"Sha'Carri Richardson left off US Olympic track team though her suspension ends before relay event,  - CNN",0.7553825,3084,USADA wants fair cannabis rules as White House calls for meeting - CNN,0.7408034,3171,Sha'Carri Richardson promises on Twitter to be world champion... next year. - CNN,0.6902993,2754,Shelby Houlihan believes burrito led to false positive steroid test that caused ban from running - CNN,0.4678678,1970,Former British Cycling doctor found guilty of ordering banned testosterone - CNN,0.4613812,1.0,1.0,0.6231469,0.4613812,0.7553825
3185,UK residents' tickets cancelled for Ukraine v England match at Italy's request  - CNN,sport,football,3900,UEFA hands English FA stadium ban following Euro 2020 final trouble - CNN,0.73034704,3104,How to watch England vs Italy live - CNN,0.7246952,2726,Euro 2020 semifinals and final present Boris Johnson with new 'public health' issue  - CNN,0.70330536,3096,How to watch Euro 2020 and everything you need to know about the European tournament - CNN,0.6919374,3279,Euro 2020 final at Wembley was a 'superspreader' event - CNN,0.6882294,1.0,1.0,0.7077029,0.6882294,0.73034704
3186,"Gwen Berry: Asked about protesting if she reaches Olympic podium, athlete says, 'We'll see' - CNN",sport,sport,2602,"Gwen Berry turns away from flag on US Olympic trials podium, says she was 'set up' - CNN",0.8648838,3426,"Gwen Berry: 'I'm just here to represent,' says US hammer thrower after raising her fist at Tokyo 2020 - CNN",0.8171366,2597,"Gwen Berry: 'I never said that I hated the country,' says US hammer thrower after turning from the flag - CNN",0.79626054,2985,Olympic greats call on IOC to allow podium protests - CNN,0.69944346,2104,Tokyo Olympics 2020: Protests and demonstrations banned at games as Rule 50 upheld - CNN,0.6874136,1.0,1.0,0.7730276,0.6874136,0.8648838
3187,Karsten Warholm: Norwegian breaks men's 400m hurdles world record - CNN,sport,sport,3422,Karsten Warholm wins 'best race in Olympic history' as he breaks 400m hurdles world record - CNN,0.81844914,3370,Athletes enter 'Faustian bargain' over track and shoe tech developments - CNN,0.6299094,3445,Lamont Marcell Jacobs wins historic 100m gold at the Tokyo Olympics - CNN,0.6211562,3269,Elaine Thompson-Herah: Olympic champion runs second fastest women's 100m of all time - CNN,0.6003896,2211,Tokyo Olympics: Adam Peaty ahead of schedule for Olympics after another 100m blast - CNN,0.5793214,1.0,1.0,0.6498451,0.5793214,0.81844914
3189,US adds Turkey to list of countries implicated in use of child soldiers - CNN,news,europe,3199,Turkey formally quits treaty to prevent violence against women - CNN,0.4982776,1900,Turkey withdraws from Istanbul convention to combat violence against women - CNN,0.46448833,3860,"Russia-Taliban talks: Taliban wins backing for aid at Moscow talks, with regional powers saying US and allies should pay - CNN",0.44724095,4273,EU slaps new sanctions on Belarus as NATO warns Russia over military buildup - CNN,0.44251877,3904,Russia suspending mission to NATO in response to staff expulsions - CNN,0.43513513,1.0,1.0,0.45753217,0.43513513,0.4982776
3191,Abhimanyu Mishra: 12-year-old becomes youngest grandmaster in chess history - CNN,sport,sport,4673,Judit Polgár became a chess grandmaster at 15 and beat the best just like the Queen's Gambit protagonist    - CNN,0.63304925,4053,Tani Adewumi: How chess changed the fortunes of 11-year-old prodigy and his family - CNN,0.55518895,188,Chess coaches in Africa are building the next generation of grandmasters - CNN,0.5019591,3397,The youngest and oldest Olympic athletes ever -- and at Tokyo 2020 - CNN,0.50006527,4012,Gavi: Teenager becomes Spain's youngest international as Italy's 37-game unbeaten streak ends - CNN,0.4841289,1.0,0.8,0.5348783,0.4841289,0.63304925
3192,EU plans to end caged animal farming  - CNN,news,europe,3642,Scientists are potty-training cows in a bid to help save the planet - CNN,0.46334797,2615,Climate change: European Union enshrines net zero and emissions targets into law - CNN,0.4606691,3777,German dogs to sniff out wildlife at building sites to speed up work - CNN,0.45992798,1714,The EU is facing the most serious crises in its history. Many are wondering if anyone's  in charge - CNN,0.45168012,369,Opinion: Why protecting the planet is essential to preventing future pandemics - CNN,0.4508376,0.8,0.8,0.45729256,0.4508376,0.46334797
3193,Euro 2020: Belgium vs. Italy headlines enthralling quarterfinals - CNN,sport,football,3096,How to watch Euro 2020 and everything you need to know about the European tournament - CNN,0.8238016,3104,How to watch England vs Italy live - CNN,0.7877055,3137,Italy wins dramatic penalty shootout against Spain to reach Euro 2020 final - CNN,0.7562676,3182,Italy knocks out Belgium in Euro 2020 thriller to advance to semifinals - CNN,0.7251843,2704,Euro 2020: Italy records third victory of tournament as Wales also reaches knockout stages - CNN,0.71456945,1.0,1.0,0.7615057,0.71456945,0.8238016
3194,"Olivia Moultrie, 15, makes history by signing with NWSL's Portland Thorns - CNN",sport,football,3841,"NWSL needs 'institutional change' after abuse allegations, says interim CEO - CNN",0.58177525,3755,NWSL agrees to demands from players union after sexual misconduct scandal - CNN,0.5607403,4064,National Women's Soccer League commissioner quits as weekend matches are cancelled after sexual miscoduct allegations against fired coach - CNN,0.5218563,4031,Former NWSL coach called 'predator' as players speak out about sexual misconduct accusations  - CNN,0.51993346,3653,Nadia Nadim: 'I'm actually the picture of everything the Taliban don't want their women to be' - CNN,0.5043514,1.0,1.0,0.5377313,0.5043514,0.58177525
